"","Fecha","Capita","Diagnostico","Sala","Cantidad"
"574",2021-02-04,"ExtraCapita","Otros","UCO",4
"575",2021-02-05,"ExtraCapita","Otros","UCO",3
"576",2021-02-06,"ExtraCapita","Otros","UCO",3
"577",2021-02-07,"ExtraCapita","Otros","UCO",3
"578",2021-02-08,"ExtraCapita","Otros","UCO",3
"579",2021-02-09,"ExtraCapita","Otros","UCO",3
"580",2021-02-10,"ExtraCapita","Otros","UCO",4
"581",2021-02-11,"ExtraCapita","Otros","UCO",5
"582",2021-02-12,"ExtraCapita","Otros","UCO",4
"583",2021-01-02,"ExtraCapita","Otros","UTI",7
"584",2021-01-03,"ExtraCapita","Otros","UTI",7
"585",2021-01-04,"ExtraCapita","Otros","UTI",6
"586",2021-01-05,"ExtraCapita","Otros","UTI",6
"587",2021-01-06,"ExtraCapita","Otros","UTI",4
"588",2021-01-07,"ExtraCapita","Otros","UTI",5
"589",2021-01-08,"ExtraCapita","Otros","UTI",5
"590",2021-01-09,"ExtraCapita","Otros","UTI",5
"591",2021-01-10,"ExtraCapita","Otros","UTI",5
"592",2021-01-11,"ExtraCapita","Otros","UTI",7
"593",2021-01-12,"ExtraCapita","Otros","UTI",7
"594",2021-01-13,"ExtraCapita","Otros","UTI",7
"595",2021-01-14,"ExtraCapita","Otros","UTI",7
"596",2021-01-15,"ExtraCapita","Otros","UTI",7
"597",2021-01-16,"ExtraCapita","Otros","UTI",7
"598",2021-01-17,"ExtraCapita","Otros","UTI",7
"599",2021-01-18,"ExtraCapita","Otros","UTI",7
"600",2021-01-19,"ExtraCapita","Otros","UTI",7
"601",2021-01-20,"ExtraCapita","Otros","UTI",8
"602",2021-01-21,"ExtraCapita","Otros","UTI",8
"603",2021-01-22,"ExtraCapita","Otros","UTI",8
"604",2021-01-23,"ExtraCapita","Otros","UTI",9
"605",2021-01-24,"ExtraCapita","Otros","UTI",7
"606",2021-01-25,"ExtraCapita","Otros","UTI",6
"607",2021-01-26,"ExtraCapita","Otros","UTI",8
"608",2021-01-27,"ExtraCapita","Otros","UTI",9
"609",2021-01-28,"ExtraCapita","Otros","UTI",8
"610",2021-01-29,"ExtraCapita","Otros","UTI",8
"611",2021-01-30,"ExtraCapita","Otros","UTI",7
"612",2021-01-31,"ExtraCapita","Otros","UTI",8
"613",2021-02-01,"ExtraCapita","Otros","UTI",8
"614",2021-02-02,"ExtraCapita","Otros","UTI",7
"615",2021-02-03,"ExtraCapita","Otros","UTI",7
"616",2021-02-04,"ExtraCapita","Otros","UTI",7
"617",2021-02-05,"ExtraCapita","Otros","UTI",6
"618",2021-02-06,"ExtraCapita","Otros","UTI",5
"619",2021-02-07,"ExtraCapita","Otros","UTI",4
"620",2021-02-08,"ExtraCapita","Otros","UTI",4
"621",2021-02-09,"ExtraCapita","Otros","UTI",4
"622",2021-02-10,"ExtraCapita","Otros","UTI",4
"623",2021-02-11,"ExtraCapita","Otros","UTI",4
"624",2021-02-12,"ExtraCapita","Otros","UTI",4
