"","tipocomprobantecodigo","comprobantecodigo"
"2419","FACB2",9493
"2420","FACB2",9564
"2421","FACB2",9669
"2422","FACB2",9849
"2423","FACB2",9855
"2424","FACB2",9927
"2425","FACB2",9942
"2426","FACB2",10052
"2427","FACB2",10053
"2428","FACB2",10114
"2429","FACB2",10133
"2430","FACB2",10188
"2431","FACB2",10271
"2432","FACB2",10306
"2433","FACB2",10324
"2434","FACB2",10349
"2435","FACB2",10438
"2436","FACB2",10439
"2437","FACB2",10462
"2438","FACB2",10537
"2439","FACB2",10538
"2440","FACB2",10615
"2441","FACB2",10703
"2442","FACB2",10710
"2443","FACB2",10738
"2444","FACB2",10758
"2445","FACB2",10796
"2446","FACB2",10843
"2447","FACB2",10858
"2448","FACB2",10878
"2449","FACB2",10919
"2450","FACB2",10945
"2451","FACB2",11000
"2452","FACB2",11009
"2453","FACB2",11084
"2454","FACB2",11134
"2455","FACB2",11240
"2456","FACB2",11275
"2457","FACB2",11302
"2458","FACB2",11362
"2459","FACB2",11414
"2460","FACB2",11431
"2461","FACB2",11598
"2462","FACB2",11599
"2463","FACB2",11621
"2464","FACB2",11662
"2465","FACB2",11782
"2466","FACB2",11903
"2467","FACB2",11933
"2468","FACB2",11963
"2469","FACB2",11978
"2470","FACB2",12151
"2471","FACB2",12163
"2472","FACB2",12180
"2473","FACB2",12239
"2474","FACB2",12338
"2475","FACB2",12431
"2476","FACB2",12472
"2477","FACB2",12615
"2478","FACB2",12709
"2479","FACB2",12711
"2480","FACB2",12748
"2481","FACB2",12752
"2482","FACB2",12753
"2483","FACB2",12782
"2484","FACB2",12893
"2485","FACB2",12925
"2486","FACB2",12951
"2487","FACB2",13118
"2488","FACB2",13147
"2489","FACB2",13172
"2490","FACB2",7006
"2491","FACB2",7300
"2492","FACB2",7588
"2493","FACB2",7866
"2494","FACB2",8090
"2495","FACB2",8618
"2496","FACB2",9168
"2497","FACB2",9331
"2498","FACB2",9656
"2499","FACB2",9715
"2500","FACB2",9894
"2501","FACB2",10250
"2502","FACB2",10414
"2503","FACB2",10530
"2504","FACB2",10708
"2505","FACB2",10934
"2506","FACB2",11186
"2507","FACB2",11393
"2508","FACB2",11840
"2509","FACB2",12305
"2510","FACB2",12510
"2511","FACB2",12826
"2512","FACB2",12863
"2513","FACB2",13033
"2514","FACA2",2376
"2515","FACA2",2611
"2516","FACA2",2687
"2517","FACA2",2949
"2518","FACA2",3029
"2519","FACA2",3056
"2520","FACA2",3867
"2521","FACA2",3961
"2522","FACA2",4112
"2523","FACA2",4119
"2524","FACA2",4182
"2525","FACB2",7134
"2526","FACB2",7010
"2527","FACB2",7289
"2528","FACB2",7428
"2529","FACB2",7885
"2530","FACB2",8581
"2531","FACB2",6941
"2532","FACB2",7127
"2533","FACB2",7878
"2534","FACB2",8186
"2535","FACB2",8567
"2536","FACB2",9052
"2537","FACB2",9679
"2538","FACB2",12641
"2539","FACB2",6886
"2540","FACB2",7075
"2541","FACB2",7323
"2542","FACB2",7463
"2543","FACB2",7477
"2544","FACB2",7593
"2545","FACB2",7752
"2546","FACB2",8154
"2547","FACB2",9892
"2548","FACB2",10566
"2549","FACB2",12317
"2550","FACB2",6964
"2551","FACB2",7200
"2552","FACB2",7272
"2553","FACB2",7472
"2554","FACB2",7591
"2555","FACB2",7623
"2556","FACB2",7808
"2557","FACB2",9048
"2558","FACB2",11897
"2559","FACB2",12309
"2560","FACA2",2642
"2561","FACA2",2709
"2562","FACA2",2795
"2563","FACA2",2891
"2564","FACA2",2922
"2565","FACA2",2937
"2566","FACA2",2974
"2567","FACA2",2976
"2568","FACA2",3017
"2569","FACA2",3073
"2570","FACA2",3115
"2571","FACA2",3129
"2572","FACA2",3189
"2573","FACA2",3210
"2574","FACA2",3271
"2575","FACA2",3272
"2576","FACA2",3360
"2577","FACA2",3420
"2578","FACA2",3450
"2579","FACA2",3478
"2580","FACA2",3489
"2581","FACA2",3508
"2582","FACA2",3550
"2583","FACA2",3603
"2584","FACA2",3677
"2585","FACA2",3698
"2586","FACA2",3750
"2587","FACA2",3792
"2588","FACA2",3800
"2589","FACA2",3924
"2590","FACA2",3967
"2591","FACA2",4022
"2592","FACA2",4043
"2593","FACA2",4092
"2594","FACA2",4139
"2595","FACA2",4206
"2596","FAECA",98
"2597","FAECA",116
"2598","FAECA",122
"2599","FAECA",137
"2600","FAECA",147
"2601","FAECA",156
"2602","FAECA",166
"2603","FAECA",180
"2604","FAECA",192
"2605","FAECA",201
"2606","FAECA",217
"2607","FAECA",225
"2608","FAECA",238
"2609","FAECA",246
"2610","FAECA",256
"2611","FAECA",268
"2612","FAECA",280
"2613","FAECA",294
"2614","FAECA",297
"2615","FAECA",303
"2616","FAECA",315
"2617","FAECA",330
"2618","FAECA",331
"2619","FAECA",335
"2620","FAECA",337
"2621","FAECA",360
"2622","FAECA",378
"2623","FAECA",386
"2624","FAECA",400
"2625","FAECA",408
"2626","FAECA",410
"2627","FAECA",421
"2628","FAECA",425
"2629","FAECA",443
"2630","FAECA",450
"2631","FAECA",451
"2632","FAECA",459
"2633","FAECA",463
"2634","FAECA",473
"2635","FAECA",480
"2636","FAECA",491
"2637","FAECA",498
"2638","FAECA",504
"2639","FAECA",506
"2640","FAECA",511
"2641","FAECA",520
"2642","FAECA",529
"2643","FAECA",531
"2644","FAECA",537
"2645","FAECA",538
"2646","FACB2",6987
"2647","FACB2",7021
"2648","FACB2",7132
"2649","FACB2",7175
"2650","FACB2",7361
"2651","FACB2",7545
"2652","FACB2",7682
"2653","FACB2",7882
"2654","FACB2",7991
"2655","FACB2",8115
"2656","FACB2",8256
"2657","FACB2",8447
"2658","FACB2",8543
"2659","FACB2",8638
"2660","FACB2",8728
"2661","FACB2",8872
"2662","FACB2",8912
"2663","FACB2",8955
"2664","FACB2",9127
"2665","FACB2",9267
"2666","FACB2",9325
"2667","FACB2",9377
"2668","FACB2",9529
"2669","FACB2",9625
"2670","FACB2",9717
"2671","FACB2",9917
"2672","FACB2",10045
"2673","FACB2",10142
"2674","FACB2",10238
"2675","FACB2",10329
"2676","FACB2",10659
"2677","FACB2",10761
"2678","FACB2",10764
"2679","FACB2",10942
"2680","FACB2",11039
"2681","FACB2",11208
"2682","FACB2",11239
"2683","FACB2",11317
"2684","FACB2",11561
"2685","FACB2",11901
"2686","FACB2",12075
"2687","FACB2",12135
"2688","FACB2",12164
"2689","FACB2",12186
"2690","FACB2",12426
"2691","FACB2",12554
"2692","FACB2",12854
"2693","FACB2",13074
"2694","FACB2",6951
"2695","FACB2",7102
"2696","FACB2",7151
"2697","FACB2",7203
"2698","FACB2",7344
"2699","FACB2",7515
"2700","FACB2",7697
"2701","FACB2",7820
"2702","FACB2",7975
"2703","FACB2",8125
"2704","FACB2",8306
"2705","FACB2",8468
"2706","FACB2",8555
"2707","FACB2",8593
"2708","FACB2",8655
"2709","FACB2",8720
"2710","FACB2",8844
"2711","FACB2",8911
"2712","FACB2",9003
"2713","FACB2",9071
"2714","FACB2",9117
"2715","FACB2",9288
"2716","FACB2",9361
"2717","FACB2",9434
"2718","FACB2",9507
"2719","FACB2",9577
"2720","FACB2",9676
"2721","FACB2",9697
"2722","FACB2",9736
"2723","FACB2",9798
"2724","FACB2",9848
"2725","FACB2",9883
"2726","FACB2",9905
"2727","FACB2",9968
"2728","FACB2",10095
"2729","FACB2",10096
"2730","FACB2",10119
"2731","FACB2",10207
"2732","FACB2",10269
"2733","FACB2",10337
"2734","FACB2",10394
"2735","FACB2",10460
"2736","FACB2",10475
"2737","FACB2",10647
"2738","FACB2",10770
"2739","FACB2",10803
"2740","FACB2",10887
"2741","FACB2",10956
"2742","FACB2",11016
"2743","FACB2",11037
"2744","FACB2",11178
"2745","FACB2",11307
"2746","FACB2",11413
"2747","FACB2",11455
"2748","FACB2",11569
"2749","FACB2",11692
"2750","FACB2",11781
"2751","FACB2",11846
"2752","FACB2",11904
"2753","FACB2",11971
"2754","FACB2",11997
"2755","FACB2",12083
"2756","FACB2",12114
"2757","FACB2",12167
"2758","FACB2",12434
"2759","FACB2",12477
"2760","FACB2",12545
"2761","FACB2",12716
"2762","FACB2",12743
"2763","FACB2",12926
"2764","FACB2",12987
"2765","FACB2",13003
"2766","FACB2",13117
"2767","FACB2",13135
"2768","FACB2",7032
"2769","FACB2",7639
"2770","FACB2",8426
"2771","FACB2",8751
"2772","FACB2",8888
"2773","FACB2",9145
"2774","FACB2",9612
"2775","FACB2",10041
"2776","FACB2",10539
"2777","FACB2",11230
"2778","FACB2",12448
"2779","FACB2",12587
"2780","FACB2",12658
"2781","FACB2",13034
"2782","FACB2",7455
"2783","FACB2",8429
"2784","FACB2",10638
"2785","FACB2",7059
"2786","FACB2",7188
"2787","FACB2",7499
"2788","FACB2",7826
"2789","FACB2",8671
"2790","FACB2",8988
"2791","FACB2",9253
"2792","FACB2",9687
"2793","FACB2",9719
"2794","FACB2",9831
"2795","FACB2",10420
"2796","FACB2",10456
"2797","FACB2",10651
"2798","FACB2",10719
"2799","FACB2",11476
"2800","FACB2",11552
"2801","FACB2",11730
"2802","FACB2",12069
"2803","FACB2",12198
"2804","FACB2",12497
"2805","FACB2",13047
"2806","FACB2",13187
"2807","FACB2",6975
"2808","FACB2",7275
"2809","FACB2",7317
"2810","FACB2",7488
"2811","FACB2",7638
"2812","FACB2",7692
"2813","FACB2",7828
"2814","FACB2",7984
"2815","FACB2",8137
"2816","FACB2",8251
"2817","FACB2",8746
"2818","FACB2",9027
"2819","FACB2",9256
"2820","FACB2",9895
"2821","FACB2",10427
"2822","FACB2",11829
"2823","FACB2",11878
"2824","FACB2",12084
"2825","FACB2",12343
"2826","FACB2",12882
"2827","FACB2",12892
"2828","FACB2",12920
"2829","FACB2",12945
"2830","FACB2",6888
"2831","FACB2",7077
"2832","FACB2",7486
"2833","FACB2",7768
"2834","FACB2",8182
"2835","FACB2",8334
"2836","FACB2",8486
"2837","FACB2",8590
"2838","FACB2",8684
"2839","FACB2",8990
"2840","FACB2",9246
"2841","FACB2",9424
"2842","FACB2",9810
"2843","FACB2",10154
"2844","FACB2",10232
"2845","FACB2",10554
"2846","FACB2",10632
"2847","FACB2",11720
"2848","FACB2",11753
"2849","FACB2",12073
"2850","FACB2",12195
"2851","FACB2",12478
"2852","FACB2",12690
"2853","FACB2",13098
"2854","FACB2",7013
"2855","FACB2",7299
"2856","FACB2",7758
"2857","FACB2",8419
"2858","FACB2",9138
"2859","FACB2",9151
"2860","FACB2",10039
"2861","FACB2",10040
"2862","FACB2",10697
"2863","FACB2",12189
"2864","FACB2",12579
"2865","FACB2",12767
"2866","FACA2",2617
"2867","FACB2",7045
"2868","FACB2",7938
"2869","FACA2",2397
"2870","FACA2",2522
"2871","FACA2",2749
"2872","FACA2",2763
"2873","FACA2",2808
"2874","FACA2",2816
"2875","FACA2",2971
"2876","FACA2",2973
"2877","FACA2",2984
"2878","FACA2",3022
"2879","FACA2",3071
"2880","FACA2",3096
"2881","FACA2",3110
"2882","FACA2",3166
"2883","FACA2",3232
"2884","FACA2",3267
"2885","FACA2",3295
"2886","FACA2",3335
"2887","FACA2",3364
"2888","FACA2",3375
"2889","FACA2",3394
"2890","FACA2",3416
"2891","FACA2",3511
"2892","FACA2",3534
"2893","FACA2",3546
"2894","FACA2",3573
"2895","FACA2",3607
"2896","FACA2",3616
"2897","FACA2",3682
"2898","FACA2",3770
"2899","FACA2",3789
"2900","FACA2",3840
"2901","FACA2",3851
"2902","FACA2",3884
"2903","FACA2",3934
"2904","FACA2",3971
"2905","FACA2",4020
"2906","FACA2",4161
"2907","FAECA",91
"2908","FAECA",114
"2909","FAECA",123
"2910","FAECA",136
"2911","FAECA",170
"2912","FAECA",183
"2913","FAECA",207
"2914","FAECA",213
"2915","FAECA",224
"2916","FAECA",237
"2917","FAECA",249
"2918","FAECA",259
"2919","FAECA",278
"2920","FAECA",305
"2921","FAECA",350
"2922","FAECA",477
"2923","FAECA",501
"2924","FAECA",524
"2925","FACA2",2398
"2926","FACA2",2475
"2927","FACA2",2643
"2928","FACA2",2657
"2929","FACA2",2658
"2930","FACA2",2659
"2931","FACA2",2660
"2932","FACA2",2661
"2933","FACA2",2662
"2934","FACA2",2663
"2935","FACA2",2664
"2936","FACA2",2703
"2937","FACA2",2760
"2938","FACA2",2798
"2939","FACA2",2939
"2940","FACA2",3634
"2941","FACA2",3736
"2942","FACA2",3846
"2943","FACA2",3903
"2944","FACA2",4003
"2945","FACA2",4078
"2946","FACA2",4128
"2947","FACA2",4155
"2948","FAECA",105
"2949","FAECA",125
"2950","FAECA",142
"2951","FAECA",151
"2952","FAECA",169
"2953","FAECA",184
"2954","FAECA",196
"2955","FAECA",204
"2956","FAECA",218
"2957","FAECA",222
"2958","FAECA",231
"2959","FAECA",232
"2960","FAECA",234
"2961","FAECA",243
"2962","FAECA",248
"2963","FAECA",252
"2964","FAECA",258
"2965","FAECA",263
"2966","FAECA",264
"2967","FAECA",273
"2968","FAECA",274
"2969","FAECA",275
"2970","FAECA",279
"2971","FAECA",281
"2972","FAECA",286
"2973","FAECA",288
"2974","FAECA",290
"2975","FAECA",293
"2976","FAECA",296
"2977","FAECA",300
"2978","FAECA",302
"2979","FAECA",309
"2980","FAECA",313
"2981","FAECA",314
"2982","FAECA",320
"2983","FAECA",323
"2984","FAECA",326
"2985","FAECA",339
"2986","FAECA",340
"2987","FAECA",349
"2988","FAECA",351
"2989","FAECA",352
"2990","FAECA",357
"2991","FAECA",361
"2992","FAECA",366
"2993","FAECA",370
"2994","FAECA",374
"2995","FAECA",377
"2996","FAECA",381
"2997","FAECA",387
"2998","FAECA",403
"2999","FAECA",404
"3000","FAECA",406
"3001","FAECA",414
"3002","FAECA",415
"3003","FAECA",418
"3004","FAECA",422
"3005","FAECA",427
"3006","FAECA",431
"3007","FAECA",435
"3008","FAECA",440
"3009","FAECA",445
"3010","FAECA",447
"3011","FAECA",457
"3012","FAECA",466
"3013","FAECA",469
"3014","FAECA",474
"3015","FAECA",476
"3016","FAECA",483
"3017","FAECA",486
"3018","FAECA",487
"3019","FAECA",488
"3020","FAECA",490
"3021","FAECA",492
"3022","FAECA",495
"3023","FAECA",499
"3024","FAECA",503
"3025","FAECA",507
"3026","FAECA",513
"3027","FAECA",517
"3028","FAECA",521
"3029","FAECA",525
"3030","FAECA",526
"3031","FAECA",528
"3032","FAECA",532
"3033","FAECA",533
"3034","FAECA",536
"3035","FACB2",6915
"3036","FACB2",7074
"3037","FACB2",7240
"3038","FACB2",7264
"3039","FACB2",7296
"3040","FACB2",7418
"3041","FACB2",7538
"3042","FACB2",7688
"3043","FACB2",7852
"3044","FACB2",7998
"3045","FACB2",8132
"3046","FACB2",8281
"3047","FACB2",8384
"3048","FACB2",8500
"3049","FACB2",8633
"3050","FACB2",8726
"3051","FACB2",8836
"3052","FACB2",8851
"3053","FACB2",8940
"3054","FACB2",9000
"3055","FACB2",9107
"3056","FACB2",9193
"3057","FACB2",9205
"3058","FACB2",9240
"3059","FACB2",9314
"3060","FACB2",9411
"3061","FACB2",9496
"3062","FACB2",9505
"3063","FACB2",9538
"3064","FACB2",9543
"3065","FACB2",9544
"3066","FACB2",9547
"3067","FACB2",9554
"3068","FACB2",9671
"3069","FACB2",9708
"3070","FACB2",9872
"3071","FACB2",9909
"3072","FACB2",9939
"3073","FACB2",10085
"3074","FACB2",10249
"3075","FACB2",10371
"3076","FACB2",10380
"3077","FACB2",10383
"3078","FACB2",10560
"3079","FACB2",10646
"3080","FACB2",10820
"3081","FACB2",10871
"3082","FACB2",10943
"3083","FACB2",10998
"3084","FACB2",11040
"3085","FACB2",11048
"3086","FACB2",11142
"3087","FACB2",11296
"3088","FACB2",11346
"3089","FACB2",11381
"3090","FACB2",11398
"3091","FACB2",11498
"3092","FACB2",11527
"3093","FACB2",11579
"3094","FACB2",11663
"3095","FACB2",11740
"3096","FACB2",11819
"3097","FACB2",11863
"3098","FACB2",11892
"3099","FACB2",12044
"3100","FACB2",12147
"3101","FACB2",12414
"3102","FACB2",12549
"3103","FACB2",12565
"3104","FACB2",12584
"3105","FACB2",12857
"3106","FACB2",12933
"3107","FACB2",12952
"3108","FACB2",13165
"3109","FACB2",13178
"3110","FACB2",7007
"3111","FACB2",7247
"3112","FACB2",7378
"3113","FACB2",7551
"3114","FACB2",7656
"3115","FACB2",7806
"3116","FACB2",7964
"3117","FACB2",8142
"3118","FACB2",8231
"3119","FACB2",8302
"3120","FACB2",8335
"3121","FACB2",8440
"3122","FACB2",8666
"3123","FACB2",8731
"3124","FACB2",8816
"3125","FACB2",8966
"3126","FACB2",9015
"3127","FACB2",9219
"3128","FACB2",9284
"3129","FACB2",9407
"3130","FACB2",9408
"3131","FACB2",9509
"3132","FACB2",9727
"3133","FACB2",9964
"3134","FACB2",10004
"3135","FACB2",10231
"3136","FACB2",10314
"3137","FACB2",10352
"3138","FACB2",10559
"3139","FACB2",10823
"3140","FACB2",10962
"3141","FACB2",10969
"3142","FACB2",11042
"3143","FACB2",11078
"3144","FACB2",11168
"3145","FACB2",11226
"3146","FACB2",11308
"3147","FACB2",11523
"3148","FACB2",11592
"3149","FACB2",11827
"3150","FACB2",11990
"3151","FACB2",12090
"3152","FACB2",12381
"3153","FACB2",12411
"3154","FACB2",12564
"3155","FACB2",12588
"3156","FACB2",12733
"3157","FACB2",13104
"3158","FACB2",6942
"3159","FACB2",7097
"3160","FACB2",7249
"3161","FACB2",7377
"3162","FACB2",7485
"3163","FACB2",7761
"3164","FACB2",7907
"3165","FACB2",8060
"3166","FACB2",8111
"3167","FACB2",8259
"3168","FACB2",8397
"3169","FACB2",8591
"3170","FACB2",8694
"3171","FACB2",8884
"3172","FACB2",9028
"3173","FACB2",9321
"3174","FACB2",9468
"3175","FACB2",9655
"3176","FACB2",9750
"3177","FACB2",9840
"3178","FACB2",9975
"3179","FACB2",10025
"3180","FACB2",10457
"3181","FACB2",10633
"3182","FACB2",10745
"3183","FACB2",10838
"3184","FACB2",10979
"3185","FACB2",11099
"3186","FACB2",11217
"3187","FACB2",11473
"3188","FACB2",11635
"3189","FACB2",11813
"3190","FACB2",11880
"3191","FACB2",12443
"3192","FACB2",12590
"3193","FACB2",12741
"3194","FACB2",13051
"3195","FACB2",13099
"3196","FACA2",2724
"3197","FACB2",7450
"3198","FACB2",7562
"3199","FACB2",8248
"3200","FACB2",10421
"3201","FACB2",11951
"3202","FACB2",6912
"3203","FACB2",7870
"3204","FACB2",9345
"3205","FACB2",9811
"3206","FACB2",10679
"3207","FACB2",11895
"3208","FACB2",12221
"3209","FACB2",13131
"3210","FACA2",2337
"3211","FACA2",2547
"3212","FACA2",2598
"3213","FACA2",2717
"3214","FACA2",2792
"3215","FACA2",2886
"3216","FACA2",2990
"3217","FACA2",3075
"3218","FACA2",3147
"3219","FACA2",3234
"3220","FACA2",3282
"3221","FACA2",3336
"3222","FACA2",3475
"3223","FACA2",3588
"3224","FACA2",3765
"3225","FACA2",3793
"3226","FACA2",3969
"3227","FACA2",4162
"3228","FACA2",4218
"3229","FACB2",6934
"3230","FACB2",7276
"3231","FACB2",7422
"3232","FACB2",7607
"3233","FACB2",7722
"3234","FACB2",7925
"3235","FACB2",8086
"3236","FACB2",8286
"3237","FACB2",8484
"3238","FACB2",8752
"3239","FACB2",8810
"3240","FACB2",9016
"3241","FACB2",9047
"3242","FACB2",9776
"3243","FACB2",9782
"3244","FACB2",9862
"3245","FACB2",9980
"3246","FACB2",10253
"3247","FACB2",10402
"3248","FACB2",10497
"3249","FACB2",10498
"3250","FACB2",10694
"3251","FACB2",11028
"3252","FACB2",11266
"3253","FACB2",11318
"3254","FACB2",11371
"3255","FACB2",11379
"3256","FACB2",11687
"3257","FACB2",12303
"3258","FACB2",12484
"3259","FACB2",12520
"3260","FACB2",12636
"3261","FACB2",12850
"3262","FACB2",12956
"3263","FACB2",13092
"3264","FACB2",6935
"3265","FACB2",7122
"3266","FACB2",7245
"3267","FACB2",7386
"3268","FACB2",7532
"3269","FACB2",7691
"3270","FACB2",7891
"3271","FACB2",8166
"3272","FACB2",8266
"3273","FACB2",8565
"3274","FACB2",8986
"3275","FACB2",9425
"3276","FACB2",9586
"3277","FACB2",10241
"3278","FACB2",10332
"3279","FACB2",11055
"3280","FACB2",11357
"3281","FACB2",11367
"3282","FACB2",11456
"3283","FACB2",11921
"3284","FACB2",12389
"3285","FACB2",12595
"3286","FACB2",12828
"3287","FACB2",13015
"3288","FACB2",13066
"3289","FACB2",6903
"3290","FACB2",7053
"3291","FACB2",7153
"3292","FACB2",7220
"3293","FACB2",7423
"3294","FACB2",7572
"3295","FACB2",7735
"3296","FACB2",7890
"3297","FACB2",8010
"3298","FACB2",8143
"3299","FACB2",8255
"3300","FACB2",8467
"3301","FACB2",8569
"3302","FACB2",8645
"3303","FACB2",8803
"3304","FACB2",8950
"3305","FACB2",9216
"3306","FACB2",9293
"3307","FACB2",9300
"3308","FACB2",9426
"3309","FACB2",9427
"3310","FACB2",9579
"3311","FACB2",9593
"3312","FACB2",9724
"3313","FACB2",9818
"3314","FACB2",10024
"3315","FACB2",10203
"3316","FACB2",10299
"3317","FACB2",10320
"3318","FACB2",10473
"3319","FACB2",10654
"3320","FACB2",10691
"3321","FACB2",10816
"3322","FACB2",10846
"3323","FACB2",10872
"3324","FACB2",11002
"3325","FACB2",11117
"3326","FACB2",11279
"3327","FACB2",11665
"3328","FACB2",11799
"3329","FACB2",11883
"3330","FACB2",12027
"3331","FACB2",12052
"3332","FACB2",12199
"3333","FACB2",12435
"3334","FACB2",12555
"3335","FACB2",12734
"3336","FACB2",12913
"3337","FACB2",13009
"3338","FACB2",13058
"3339","FACA2",2872
"3340","FACB2",7253
"3341","FACA2",4125
"3342","FACA2",4126
"3343","FACA2",2620
"3344","FACA2",2863
"3345","FACA2",4107
"3346","FACB2",6916
"3347","FACB2",7091
"3348","FACB2",7315
"3349","FACB2",7520
"3350","FACB2",7684
"3351","FACB2",7897
"3352","FACB2",8051
"3353","FACB2",8134
"3354","FACB2",8225
"3355","FACB2",8293
"3356","FACB2",8595
"3357","FACB2",8652
"3358","FACB2",8840
"3359","FACB2",8961
"3360","FACB2",9163
"3361","FACB2",9250
"3362","FACB2",9492
"3363","FACB2",9605
"3364","FACB2",10021
"3365","FACB2",10408
"3366","FACB2",10627
"3367","FACB2",10756
"3368","FACB2",10785
"3369","FACB2",10961
"3370","FACB2",11051
"3371","FACB2",11220
"3372","FACB2",11368
"3373","FACB2",11467
"3374","FACB2",11509
"3375","FACB2",11585
"3376","FACB2",11610
"3377","FACB2",11908
"3378","FACB2",11909
"3379","FACB2",12032
"3380","FACB2",12248
"3381","FACB2",12405
"3382","FACB2",12684
"3383","FACB2",12955
"3384","FACB2",13140
"3385","FACB2",13173
"3386","FACB2",13176
"3387","FACA2",2357
"3388","FACA2",2385
"3389","FACA2",2587
"3390","FACA2",2914
"3391","FACA2",3644
"3392","FACA2",3771
"3393","FACA2",4031
"3394","FACB2",7020
"3395","FACB2",7147
"3396","FACB2",7243
"3397","FACB2",7392
"3398","FACB2",7509
"3399","FACB2",7667
"3400","FACB2",7851
"3401","FACB2",8005
"3402","FACB2",8133
"3403","FACB2",8282
"3404","FACB2",8510
"3405","FACB2",8520
"3406","FACB2",8647
"3407","FACB2",8747
"3408","FACB2",8821
"3409","FACB2",8952
"3410","FACB2",9085
"3411","FACB2",9086
"3412","FACB2",9087
"3413","FACB2",9203
"3414","FACB2",9274
"3415","FACB2",9380
"3416","FACB2",9466
"3417","FACB2",9683
"3418","FACB2",9731
"3419","FACB2",9802
"3420","FACB2",9886
"3421","FACB2",9985
"3422","FACB2",9986
"3423","FACB2",10018
"3424","FACB2",10132
"3425","FACB2",10168
"3426","FACB2",10226
"3427","FACB2",10264
"3428","FACB2",10291
"3429","FACB2",10446
"3430","FACB2",10504
"3431","FACB2",10611
"3432","FACB2",10759
"3433","FACB2",10840
"3434","FACB2",10964
"3435","FACB2",10981
"3436","FACB2",11098
"3437","FACB2",11183
"3438","FACB2",11193
"3439","FACB2",11243
"3440","FACB2",11260
"3441","FACB2",11520
"3442","FACB2",11521
"3443","FACB2",11571
"3444","FACB2",11666
"3445","FACB2",11706
"3446","FACB2",11786
"3447","FACB2",11825
"3448","FACB2",11898
"3449","FACB2",11924
"3450","FACB2",11930
"3451","FACB2",11936
"3452","FACB2",11985
"3453","FACB2",12055
"3454","FACB2",12099
"3455","FACB2",12133
"3456","FACB2",12182
"3457","FACB2",12455
"3458","FACB2",12475
"3459","FACB2",12559
"3460","FACB2",12732
"3461","FACB2",12738
"3462","FACB2",12845
"3463","FACB2",12985
"3464","FACB2",12989
"3465","FACB2",7080
"3466","FACB2",7279
"3467","FACB2",7823
"3468","FACB2",8435
"3469","FACB2",8687
"3470","FACB2",8831
"3471","FACB2",9220
"3472","FACB2",9854
"3473","FACB2",10012
"3474","FACB2",10272
"3475","FACB2",11632
"3476","FACB2",11703
"3477","FACB2",11838
"3478","FACB2",12251
"3479","FACB2",12656
"3480","FACB2",12971
"3481","FACB2",7019
"3482","FACB2",7368
"3483","FACB2",7760
"3484","FACB2",8160
"3485","FACB2",8439
"3486","FACB2",8674
"3487","FACB2",9209
"3488","FACB2",9514
"3489","FACB2",10034
"3490","FACB2",10391
"3491","FACB2",11486
"3492","FACB2",11515
"3493","FACB2",11803
"3494","FACB2",12261
"3495","FACB2",12660
"3496","FACB2",6948
"3497","FACB2",7112
"3498","FACB2",7178
"3499","FACB2",7313
"3500","FACB2",7516
"3501","FACB2",7690
"3502","FACB2",7779
"3503","FACB2",7973
"3504","FACB2",8150
"3505","FACB2",8270
"3506","FACB2",8503
"3507","FACB2",8643
"3508","FACB2",8885
"3509","FACB2",8909
"3510","FACB2",9034
"3511","FACB2",9190
"3512","FACB2",9406
"3513","FACB2",9448
"3514","FACB2",9571
"3515","FACB2",9694
"3516","FACB2",9924
"3517","FACB2",10149
"3518","FACB2",10469
"3519","FACB2",10535
"3520","FACB2",10626
"3521","FACB2",10674
"3522","FACB2",10932
"3523","FACB2",10951
"3524","FACB2",11033
"3525","FACB2",11116
"3526","FACB2",11359
"3527","FACB2",11480
"3528","FACB2",11777
"3529","FACB2",11815
"3530","FACB2",11860
"3531","FACB2",12003
"3532","FACB2",12082
"3533","FACB2",12249
"3534","FACB2",12348
"3535","FACB2",12551
"3536","FACB2",12871
"3537","FACB2",12998
"3538","FACB2",7152
"3539","FACB2",7308
"3540","FACB2",7673
"3541","FACB2",7886
"3542","FACB2",8174
"3543","FACB2",8516
"3544","FACB2",8566
"3545","FACB2",8712
"3546","FACB2",8791
"3547","FACB2",8960
"3548","FACB2",9121
"3549","FACB2",9336
"3550","FACB2",9415
"3551","FACB2",10015
"3552","FACB2",10028
"3553","FACB2",10212
"3554","FACB2",10423
"3555","FACB2",10833
"3556","FACB2",11100
"3557","FACB2",11268
"3558","FACB2",11806
"3559","FACB2",12086
"3560","FACB2",12226
"3561","FACB2",12418
"3562","FACB2",12695
"3563","FACB2",12842
"3564","FACB2",12960
"3565","FACB2",13000
"3566","FACB2",6920
"3567","FACB2",7065
"3568","FACB2",7217
"3569","FACB2",7336
"3570","FACB2",7437
"3571","FACB2",7569
"3572","FACB2",7717
"3573","FACB2",7876
"3574","FACB2",7995
"3575","FACB2",8011
"3576","FACB2",8127
"3577","FACB2",8211
"3578","FACB2",8295
"3579","FACB2",8336
"3580","FACB2",8383
"3581","FACB2",8459
"3582","FACB2",8546
"3583","FACB2",8629
"3584","FACB2",8763
"3585","FACB2",8845
"3586","FACB2",8944
"3587","FACB2",9062
"3588","FACB2",9143
"3589","FACB2",9206
"3590","FACB2",9242
"3591","FACB2",9372
"3592","FACB2",9441
"3593","FACB2",9481
"3594","FACB2",9500
"3595","FACB2",9568
