"","tipocomprobantecodigo","comprobantecodigo"
"1244","FACB2",7230
"1245","FACB2",7429
"1246","FACB2",7465
"1247","FACB2",7556
"1248","FACB2",7712
"1249","FACB2",7843
"1250","FACB2",8007
"1251","FACB2",8055
"1252","FACB2",8126
"1253","FACB2",8197
"1254","FACB2",8329
"1255","FACB2",8358
"1256","FACB2",8375
"1257","FACB2",8450
"1258","FACB2",8492
"1259","FACB2",8531
"1260","FACB2",8534
"1261","FACB2",8600
"1262","FACB2",8624
"1263","FACB2",8758
"1264","FACB2",8790
"1265","FACB2",8913
"1266","FACB2",8919
"1267","FACB2",8932
"1268","FACB2",9014
"1269","FACB2",9064
"1270","FACB2",9109
"1271","FACB2",9155
"1272","FACB2",9290
"1273","FACB2",9291
"1274","FACB2",9316
"1275","FACB2",9359
"1276","FACB2",9360
"1277","FACB2",9467
"1278","FACB2",9472
"1279","FACB2",9478
"1280","FACB2",9482
"1281","FACB2",9490
"1282","FACB2",9559
"1283","FACB2",9570
"1284","FACB2",9575
"1285","FACB2",9617
"1286","FACB2",9704
"1287","FACB2",9769
"1288","FACB2",9778
"1289","FACB2",9825
"1290","FACB2",9859
"1291","FACB2",9937
"1292","FACB2",9943
"1293","FACB2",10099
"1294","FACB2",10111
"1295","FACB2",10123
"1296","FACB2",10124
"1297","FACB2",10160
"1298","FACB2",10177
"1299","FACB2",10184
"1300","FACB2",10258
"1301","FACB2",10297
"1302","FACB2",10339
"1303","FACB2",10346
"1304","FACB2",10443
"1305","FACB2",10444
"1306","FACB2",10445
"1307","FACB2",10572
"1308","FACB2",10583
"1309","FACB2",10603
"1310","FACB2",10612
"1311","FACB2",10613
"1312","FACB2",10617
"1313","FACB2",10623
"1314","FACB2",10624
"1315","FACB2",10704
"1316","FACB2",10715
"1317","FACB2",10716
"1318","FACB2",10757
"1319","FACB2",10784
"1320","FACB2",10788
"1321","FACB2",10793
"1322","FACB2",10795
"1323","FACB2",10849
"1324","FACB2",10857
"1325","FACB2",10868
"1326","FACB2",10898
"1327","FACB2",10899
"1328","FACB2",10912
"1329","FACB2",10925
"1330","FACB2",10946
"1331","FACB2",10986
"1332","FACB2",11029
"1333","FACB2",11030
"1334","FACB2",11095
"1335","FACB2",11155
"1336","FACB2",11164
"1337","FACB2",11237
"1338","FACB2",11263
"1339","FACB2",11289
"1340","FACB2",11294
"1341","FACB2",11295
"1342","FACB2",11383
"1343","FACB2",11386
"1344","FACB2",11419
"1345","FACB2",11421
"1346","FACB2",11438
"1347","FACB2",11502
"1348","FACB2",11543
"1349","FACB2",11544
"1350","FACB2",11575
"1351","FACB2",11608
"1352","FACB2",11614
"1353","FACB2",11696
"1354","FACB2",11728
"1355","FACB2",11755
"1356","FACB2",11760
"1357","FACB2",11816
"1358","FACB2",11864
"1359","FACB2",11887
"1360","FACB2",11910
"1361","FACB2",11949
"1362","FACB2",11952
"1363","FACB2",11957
"1364","FACB2",11973
"1365","FACB2",12063
"1366","FACB2",12081
"1367","FACB2",12100
"1368","FACB2",12156
"1369","FACB2",12256
"1370","FACB2",12265
"1371","FACB2",12285
"1372","FACB2",12299
"1373","FACB2",12355
"1374","FACB2",12356
"1375","FACB2",12372
"1376","FACB2",12377
"1377","FACB2",12432
"1378","FACB2",12498
"1379","FACB2",12500
"1380","FACB2",12515
"1381","FACB2",12566
"1382","FACB2",12604
"1383","FACB2",12622
"1384","FACB2",12629
"1385","FACB2",12672
"1386","FACB2",12683
"1387","FACB2",12698
"1388","FACB2",12706
"1389","FACB2",12760
"1390","FACB2",12786
"1391","FACB2",12878
"1392","FACB2",12888
"1393","FACB2",12923
"1394","FACB2",12930
"1395","FACB2",12939
"1396","FACB2",12964
"1397","FACB2",12995
"1398","FACB2",13121
"1399","FACB2",13123
"1400","FACB2",13136
"1401","FACB2",13149
"1402","FACB2",13161
"1403","FACB2",13167
"1404","FACB2",13168
"1405","FACB2",13199
"1406","FACB2",7023
"1407","FACB2",7212
"1408","FACB2",7403
"1409","FACB2",7433
"1410","FACB2",7560
"1411","FACB2",7807
"1412","FACB2",7957
"1413","FACB2",8116
"1414","FACB2",8234
"1415","FACB2",8331
"1416","FACB2",8562
"1417","FACB2",8648
"1418","FACB2",8969
"1419","FACB2",8983
"1420","FACB2",9245
"1421","FACB2",9338
"1422","FACB2",9665
"1423","FACB2",9705
"1424","FACB2",9856
"1425","FACB2",9953
"1426","FACB2",10020
"1427","FACB2",10235
"1428","FACB2",10416
"1429","FACB2",10431
"1430","FACB2",10515
"1431","FACB2",10746
"1432","FACB2",10747
"1433","FACB2",11046
"1434","FACB2",11219
"1435","FACB2",11267
"1436","FACB2",11311
"1437","FACB2",11331
"1438","FACB2",11778
"1439","FACB2",11879
"1440","FACB2",11902
"1441","FACB2",12137
"1442","FACB2",12489
"1443","FACB2",12610
"1444","FACB2",12764
"1445","FACB2",12824
"1446","FACB2",13040
"1447","FACB2",6889
"1448","FACB2",7103
"1449","FACB2",7109
"1450","FACB2",7207
"1451","FACB2",7251
"1452","FACB2",7252
"1453","FACB2",7431
"1454","FACB2",7501
"1455","FACB2",7714
"1456","FACB2",7822
"1457","FACB2",8034
"1458","FACB2",8227
"1459","FACB2",8314
"1460","FACB2",8330
"1461","FACB2",8376
"1462","FACB2",8460
"1463","FACB2",8535
"1464","FACB2",8628
"1465","FACB2",8760
"1466","FACB2",8797
"1467","FACB2",8925
"1468","FACB2",8978
"1469","FACB2",9013
"1470","FACB2",9157
"1471","FACB2",9158
"1472","FACB2",9330
"1473","FACB2",9332
"1474","FACB2",9349
"1475","FACB2",9378
"1476","FACB2",9555
"1477","FACB2",9765
"1478","FACB2",9787
"1479","FACB2",9826
"1480","FACB2",9874
"1481","FACB2",9935
"1482","FACB2",9936
"1483","FACB2",10007
"1484","FACB2",10107
"1485","FACB2",10115
"1486","FACB2",10127
"1487","FACB2",10157
"1488","FACB2",10189
"1489","FACB2",10338
"1490","FACB2",10358
"1491","FACB2",10540
"1492","FACB2",10606
"1493","FACB2",10607
"1494","FACB2",10625
"1495","FACB2",10707
"1496","FACB2",10744
"1497","FACB2",10755
"1498","FACB2",10891
"1499","FACB2",10893
"1500","FACB2",10904
"1501","FACB2",11004
"1502","FACB2",11027
"1503","FACB2",11190
"1504","FACB2",11210
"1505","FACB2",11238
"1506","FACB2",11246
"1507","FACB2",11265
"1508","FACB2",11300
"1509","FACB2",11390
"1510","FACB2",11396
"1511","FACB2",11412
"1512","FACB2",11442
"1513","FACB2",11497
"1514","FACB2",11584
"1515","FACB2",11607
"1516","FACB2",11742
"1517","FACB2",11756
"1518","FACB2",11764
"1519","FACB2",11765
"1520","FACB2",11885
"1521","FACB2",11935
"1522","FACB2",11947
"1523","FACB2",11995
"1524","FACB2",12079
"1525","FACB2",12102
"1526","FACB2",12253
"1527","FACB2",12266
"1528","FACB2",12280
"1529","FACB2",12353
"1530","FACB2",12420
"1531","FACB2",12567
"1532","FACB2",12619
"1533","FACB2",12638
"1534","FACB2",12681
"1535","FACB2",12696
"1536","FACB2",12703
"1537","FACB2",12722
"1538","FACB2",12833
"1539","FACB2",12907
"1540","FACB2",12980
"1541","FACB2",13002
"1542","FACB2",13122
"1543","FACB2",13145
"1544","FACB2",13192
"1545","FACB2",13201
"1546","FACB2",7002
"1547","FACB2",7391
"1548","FACB2",7759
"1549","FACB2",8272
"1550","FACB2",9025
"1551","FACB2",10382
"1552","FACB2",10552
"1553","FACB2",10678
"1554","FACB2",11132
"1555","FACB2",12535
"1556","FACA2",2396
"1557","FACA2",2472
"1558","FACA2",2486
"1559","FACA2",2639
"1560","FACA2",2705
"1561","FACA2",2758
"1562","FACA2",2801
"1563","FACA2",3046
"1564","FACA2",3220
"1565","FACA2",3519
"1566","FACA2",3704
"1567","FACA2",3731
"1568","FACA2",3749
"1569","FACA2",3849
"1570","FACA2",3871
"1571","FACA2",3951
"1572","FACA2",4002
"1573","FACA2",4028
"1574","FACA2",4215
"1575","FACA2",4216
"1576","FAECA",92
"1577","FAECA",113
"1578","FAECA",128
"1579","FAECA",138
"1580","FAECA",148
"1581","FAECA",158
"1582","FAECA",173
"1583","FAECA",187
"1584","FAECA",195
"1585","FAECA",205
"1586","FAECA",220
"1587","FAECA",223
"1588","FAECA",227
"1589","FAECA",230
"1590","FAECA",236
"1591","FAECA",241
"1592","FAECA",247
"1593","FAECA",250
"1594","FAECA",253
"1595","FAECA",257
"1596","FAECA",261
"1597","FAECA",262
"1598","FAECA",265
"1599","FAECA",269
"1600","FAECA",272
"1601","FAECA",276
"1602","FAECA",282
"1603","FAECA",283
"1604","FAECA",287
"1605","FAECA",289
"1606","FAECA",291
"1607","FAECA",292
"1608","FAECA",295
"1609","FAECA",298
"1610","FAECA",301
"1611","FAECA",310
"1612","FAECA",311
"1613","FAECA",316
"1614","FAECA",317
"1615","FAECA",319
"1616","FAECA",324
"1617","FAECA",325
"1618","FAECA",327
"1619","FAECA",336
"1620","FAECA",338
"1621","FAECA",342
"1622","FAECA",345
"1623","FAECA",354
"1624","FAECA",359
"1625","FAECA",365
"1626","FAECA",367
"1627","FAECA",368
"1628","FAECA",372
"1629","FAECA",373
"1630","FAECA",375
"1631","FAECA",383
"1632","FAECA",384
"1633","FAECA",385
"1634","FAECA",395
"1635","FAECA",397
"1636","FAECA",402
"1637","FAECA",407
"1638","FAECA",409
"1639","FAECA",413
"1640","FAECA",420
"1641","FAECA",423
"1642","FAECA",424
"1643","FAECA",426
"1644","FAECA",428
"1645","FAECA",429
"1646","FAECA",432
"1647","FAECA",433
"1648","FAECA",434
"1649","FAECA",438
"1650","FAECA",446
"1651","FAECA",452
"1652","FAECA",453
"1653","FAECA",454
"1654","FAECA",455
"1655","FAECA",456
"1656","FAECA",461
"1657","FAECA",464
"1658","FAECA",465
"1659","FAECA",467
"1660","FAECA",468
"1661","FAECA",470
"1662","FAECA",471
"1663","FAECA",478
"1664","FAECA",481
"1665","FAECA",482
"1666","FAECA",484
"1667","FAECA",485
"1668","FAECA",489
"1669","FAECA",493
"1670","FAECA",494
"1671","FAECA",500
"1672","FAECA",502
"1673","FAECA",505
"1674","FAECA",512
"1675","FAECA",514
"1676","FAECA",515
"1677","FAECA",516
"1678","FAECA",518
"1679","FAECA",527
"1680","FAECA",534
"1681","FACB2",7043
"1682","FACB2",7145
"1683","FACB2",7363
"1684","FACB2",7547
"1685","FACB2",7725
"1686","FACB2",7924
"1687","FACB2",8617
"1688","FACB2",10372
"1689","FACB2",10630
"1690","FACB2",10953
"1691","FACB2",12583
"1692","FACB2",6988
"1693","FACB2",7298
"1694","FACB2",7476
"1695","FACB2",7858
"1696","FACB2",8241
"1697","FACB2",8890
"1698","FACB2",9135
"1699","FACB2",9453
"1700","FACB2",9600
"1701","FACB2",9628
"1702","FACB2",10555
"1703","FACB2",10924
"1704","FACB2",11063
"1705","FACB2",11484
"1706","FACB2",11492
"1707","FACB2",11554
"1708","FACB2",12324
"1709","FACB2",12460
"1710","FACB2",12528
"1711","FACA2",2563
"1712","FACA2",3937
"1713","FACA2",2356
"1714","FACB2",6945
"1715","FACB2",7262
"1716","FACB2",7406
"1717","FACB2",7521
"1718","FACB2",7590
"1719","FACB2",7765
"1720","FACB2",7908
"1721","FACB2",8020
"1722","FACB2",8188
"1723","FACB2",8318
"1724","FACB2",8518
"1725","FACB2",8830
"1726","FACB2",9050
"1727","FACB2",10246
"1728","FACB2",10386
"1729","FACB2",10387
"1730","FACB2",10581
"1731","FACB2",11591
"1732","FACB2",12843
"1733","FACB2",7041
"1734","FACB2",7457
"1735","FACB2",7699
"1736","FACB2",7871
"1737","FACB2",8206
"1738","FACB2",8735
"1739","FACB2",9913
"1740","FACB2",11474
"1741","FACB2",12849
"1742","FACB2",6971
"1743","FACB2",7186
"1744","FACB2",7474
"1745","FACB2",7898
"1746","FACB2",8008
"1747","FACB2",8267
"1748","FACB2",8764
"1749","FACB2",9636
"1750","FACB2",10178
"1751","FACB2",10280
"1752","FACB2",10636
"1753","FACB2",10726
"1754","FACB2",10920
"1755","FACB2",11023
"1756","FACB2",11209
"1757","FACB2",11548
"1758","FACB2",11996
"1759","FACB2",12014
"1760","FACB2",12206
"1761","FACB2",12509
"1762","FACB2",12573
"1763","FACB2",12948
"1764","FACA2",2362
"1765","FACA2",2462
"1766","FACA2",3950
"1767","FACA2",2321
"1768","FACA2",2451
"1769","FACA2",2452
"1770","FACA2",2516
"1771","FACA2",2630
"1772","FACA2",2716
"1773","FACA2",2736
"1774","FACA2",2783
"1775","FACA2",2815
"1776","FACA2",2839
"1777","FACA2",2879
"1778","FACA2",2905
"1779","FACA2",2935
"1780","FACA2",2982
"1781","FACA2",3012
"1782","FACA2",3058
"1783","FACA2",3086
"1784","FACA2",3095
"1785","FACA2",3117
"1786","FACA2",3126
"1787","FACA2",3198
"1788","FACA2",3252
"1789","FACA2",3391
"1790","FACA2",3405
"1791","FACA2",3423
"1792","FACA2",3512
"1793","FACA2",3574
"1794","FACA2",3596
"1795","FACA2",3642
"1796","FACA2",3669
"1797","FACA2",3742
"1798","FACA2",3817
"1799","FACA2",3856
"1800","FACA2",3881
"1801","FACA2",3946
"1802","FACA2",4023
"1803","FACA2",4089
"1804","FACA2",4140
"1805","FACA2",4142
"1806","FACA2",4152
"1807","FAECA",89
"1808","FAECA",108
"1809","FAECA",129
"1810","FAECA",172
"1811","FAECA",212
"1812","FAECA",255
"1813","FAECA",405
"1814","FACB2",6994
"1815","FACB2",7454
"1816","FACB2",7694
"1817","FACB2",8740
"1818","FACB2",10929
"1819","FACB2",12770
"1820","FACB2",6936
"1821","FACB2",7211
"1822","FACB2",7337
"1823","FACB2",7490
"1824","FACB2",7658
"1825","FACB2",7849
"1826","FACB2",8039
"1827","FACB2",8239
"1828","FACB2",8436
"1829","FACB2",8677
"1830","FACB2",8848
"1831","FACB2",9122
"1832","FACB2",9124
"1833","FACB2",9423
"1834","FACB2",9647
"1835","FACB2",10393
"1836","FACB2",10514
"1837","FACB2",10975
"1838","FACB2",11196
"1839","FACB2",11293
"1840","FACB2",11631
"1841","FACB2",11682
"1842","FACB2",11710
"1843","FACB2",11718
"1844","FACB2",12495
"1845","FACB2",12763
"1846","FACB2",12768
"1847","FACB2",13060
"1848","FACB2",13110
"1849","FACB2",8613
"1850","FACB2",7001
"1851","FACB2",7434
"1852","FACB2",7630
"1853","FACB2",7902
"1854","FACB2",8089
"1855","FACB2",8332
"1856","FACB2",8719
"1857","FACB2",8882
"1858","FACB2",9132
"1859","FACB2",9437
"1860","FACB2",9540
"1861","FACB2",11120
"1862","FACB2",11432
"1863","FACB2",12231
"1864","FACB2",12378
"1865","FACB2",13054
"1866","FACB2",6960
"1867","FACB2",7349
"1868","FACB2",7631
"1869","FACB2",7855
"1870","FACB2",8082
"1871","FACB2",9131
"1872","FACB2",9808
"1873","FACB2",10001
"1874","FACB2",10405
"1875","FACB2",10957
"1876","FACB2",11222
"1877","FACB2",11430
"1878","FACB2",12458
"1879","FACB2",13108
"1880","FACB2",6959
"1881","FACB2",7227
"1882","FACB2",7373
"1883","FACB2",7596
"1884","FACB2",7801
"1885","FACB2",7982
"1886","FACB2",8078
"1887","FACB2",8246
"1888","FACB2",9175
"1889","FACB2",9243
"1890","FACB2",9627
"1891","FACB2",9875
"1892","FACB2",10220
"1893","FACB2",10570
"1894","FACB2",10743
"1895","FACB2",11119
"1896","FACB2",11361
"1897","FACB2",11477
"1898","FACB2",12190
"1899","FACB2",12390
"1900","FACB2",12993
"1901","FACB2",6926
"1902","FACB2",7393
"1903","FACB2",7604
"1904","FACB2",7838
"1905","FACB2",8294
"1906","FACB2",8681
"1907","FACB2",8820
"1908","FACB2",8894
"1909","FACB2",9660
"1910","FACB2",10400
"1911","FACB2",11072
"1912","FACB2",11919
"1913","FACB2",12914
"1914","FACB2",6991
"1915","FACB2",7131
"1916","FACB2",7168
"1917","FACB2",7176
"1918","FACB2",7182
"1919","FACB2",7318
"1920","FACB2",7495
"1921","FACB2",7763
"1922","FACB2",7972
"1923","FACB2",8104
"1924","FACB2",8204
"1925","FACB2",8389
"1926","FACB2",8605
"1927","FACB2",8670
"1928","FACB2",8859
"1929","FACB2",8973
"1930","FACB2",9186
"1931","FACB2",9354
"1932","FACB2",9495
"1933","FACB2",9638
"1934","FACB2",9887
"1935","FACB2",10019
"1936","FACB2",10435
"1937","FACB2",10531
"1938","FACB2",10692
"1939","FACB2",10782
"1940","FACB2",10845
"1941","FACB2",11090
"1942","FACB2",11156
"1943","FACB2",11157
"1944","FACB2",11262
"1945","FACB2",11365
"1946","FACB2",11466
"1947","FACB2",11670
"1948","FACB2",11980
"1949","FACB2",12437
"1950","FACB2",12715
"1951","FACB2",12805
"1952","FACB2",13041
"1953","FACA2",2768
"1954","FACA2",3964
"1955","FACA2",2610
"1956","FACA2",3975
"1957","FACB2",6893
"1958","FACB2",7387
"1959","FACB2",7867
"1960","FACB2",7953
"1961","FACB2",8177
"1962","FACB2",8668
"1963","FACB2",9054
"1964","FACB2",9930
"1965","FACB2",10735
"1966","FACB2",11069
"1967","FACB2",11343
"1968","FACB2",6970
"1969","FACB2",7140
"1970","FACB2",7256
"1971","FACB2",7394
"1972","FACB2",7541
"1973","FACB2",7708
"1974","FACB2",7860
"1975","FACB2",8014
"1976","FACB2",8084
"1977","FACB2",8190
"1978","FACB2",8209
"1979","FACB2",8315
"1980","FACB2",8482
"1981","FACB2",8496
"1982","FACB2",8635
"1983","FACB2",8737
"1984","FACB2",8804
"1985","FACB2",8920
"1986","FACB2",8974
"1987","FACB2",9173
"1988","FACB2",9278
"1989","FACB2",9326
"1990","FACB2",9503
"1991","FACB2",9574
"1992","FACB2",9682
"1993","FACB2",9688
"1994","FACB2",9766
"1995","FACB2",9796
"1996","FACB2",9844
"1997","FACB2",9958
"1998","FACB2",9959
"1999","FACB2",10054
"2000","FACB2",10138
"2001","FACB2",10186
"2002","FACB2",10301
"2003","FACB2",10309
"2004","FACB2",10361
"2005","FACB2",10481
"2006","FACB2",10608
"2007","FACB2",10722
"2008","FACB2",10723
"2009","FACB2",10774
"2010","FACB2",10789
"2011","FACB2",10855
"2012","FACB2",10876
"2013","FACB2",10882
"2014","FACB2",11086
"2015","FACB2",11162
"2016","FACB2",11198
"2017","FACB2",11242
"2018","FACB2",11274
"2019","FACB2",11369
"2020","FACB2",11410
"2021","FACB2",11530
"2022","FACB2",11550
"2023","FACB2",11590
"2024","FACB2",11593
"2025","FACB2",11656
"2026","FACB2",11700
"2027","FACB2",11734
"2028","FACB2",11749
"2029","FACB2",11788
"2030","FACB2",11843
"2031","FACB2",11891
"2032","FACB2",11948
"2033","FACB2",11955
"2034","FACB2",12074
"2035","FACB2",12104
"2036","FACB2",12150
"2037","FACB2",12301
"2038","FACB2",12311
"2039","FACB2",12463
"2040","FACB2",12533
"2041","FACB2",12570
"2042","FACB2",12618
"2043","FACB2",12648
"2044","FACB2",12650
"2045","FACB2",12765
"2046","FACB2",12784
"2047","FACB2",12885
"2048","FACB2",12929
"2049","FACB2",12981
"2050","FACA2",2616
"2051","FACA2",3983
"2052","FACB2",7273
"2053","FACB2",11576
"2054","FACB2",7621
"2055","FACB2",8683
"2056","FACB2",6883
"2057","FACB2",6884
"2058","FACB2",6885
"2059","FACB2",7073
"2060","FACB2",8432
"2061","FACB2",9535
"2062","FACB2",10176
"2063","FACB2",12289
"2064","FACB2",12342
"2065","FACB2",12544
"2066","FACA2",2411
"2067","FACA2",2594
"2068","FACA2",3036
"2069","FACA2",2482
"2070","FACA2",2962
"2071","FACA2",3138
"2072","FACA2",3386
"2073","FACA2",3671
"2074","FACA2",2342
"2075","FACA2",2530
"2076","FACA2",2679
"2077","FACA2",2832
"2078","FACA2",3061
"2079","FACA2",3199
"2080","FACA2",3212
"2081","FACA2",3350
"2082","FACA2",3552
"2083","FACA2",3614
"2084","FACA2",3637
"2085","FACA2",3890
"2086","FACA2",4049
"2087","FACA2",2328
"2088","FACA2",2443
"2089","FACA2",2520
"2090","FACA2",2574
"2091","FACA2",2632
"2092","FACA2",2898
"2093","FACA2",2959
"2094","FACA2",2964
"2095","FACA2",3007
"2096","FACA2",3548
"2097","FACA2",3569
"2098","FACA2",3938
"2099","FACA2",4088
"2100","FACA2",4214
"2101","FACB2",9413
"2102","FACB2",10089
"2103","FACB2",10092
"2104","FACB2",11671
"2105","FACB2",12480
"2106","FACB2",7201
"2107","FACA2",2375
"2108","FACA2",2319
"2109","FACA2",2433
"2110","FACA2",2490
"2111","FACA2",2491
"2112","FACA2",2492
"2113","FACA2",2515
"2114","FACA2",3449
"2115","FACB2",6997
"2116","FACB2",12538
"2117","FACB2",6997
"2118","FACB2",12538
"2119","FACB2",6897
"2120","FACB2",7110
"2121","FACB2",7130
"2122","FACB2",7193
"2123","FACB2",7329
"2124","FACB2",7427
"2125","FACB2",7435
"2126","FACB2",7526
"2127","FACB2",7734
"2128","FACB2",7798
"2129","FACB2",7966
"2130","FACB2",8073
"2131","FACB2",8215
"2132","FACB2",8301
"2133","FACB2",8333
"2134","FACB2",8461
"2135","FACB2",8538
"2136","FACB2",8641
"2137","FACB2",8727
"2138","FACB2",8798
"2139","FACB2",8938
"2140","FACB2",9010
"2141","FACB2",9045
"2142","FACB2",9078
"2143","FACB2",9162
"2144","FACB2",9292
"2145","FACB2",9297
"2146","FACB2",9399
"2147","FACB2",9462
"2148","FACB2",9552
"2149","FACB2",9642
"2150","FACB2",9795
"2151","FACB2",9846
"2152","FACB2",9902
"2153","FACB2",9973
"2154","FACB2",10030
"2155","FACB2",10061
"2156","FACB2",10146
"2157","FACB2",10202
"2158","FACB2",10268
"2159","FACB2",10347
"2160","FACB2",10356
"2161","FACB2",10381
"2162","FACB2",10506
"2163","FACB2",10574
"2164","FACB2",10592
"2165","FACB2",10663
"2166","FACB2",10776
"2167","FACB2",10817
"2168","FACB2",10892
"2169","FACB2",11008
"2170","FACB2",11038
"2171","FACB2",11093
"2172","FACB2",11160
"2173","FACB2",11233
"2174","FACB2",11249
"2175","FACB2",11479
"2176","FACB2",11597
"2177","FACB2",11616
"2178","FACB2",11680
"2179","FACB2",11772
"2180","FACB2",11979
"2181","FACB2",11992
"2182","FACB2",12057
"2183","FACB2",12115
"2184","FACB2",12316
"2185","FACB2",12318
"2186","FACB2",12486
"2187","FACB2",12539
"2188","FACB2",12605
"2189","FACB2",12815
"2190","FACB2",13014
"2191","FACB2",13067
"2192","FACB2",13144
"2193","FACA2",3065
"2194","FACB2",9703
"2195","FACB2",12679
"2196","FACB2",12847
"2197","FACA2",4036
"2198","FACA2",2484
"2199","FACB2",6998
"2200","FACB2",7117
"2201","FACB2",7278
"2202","FACB2",7531
"2203","FACB2",7698
"2204","FACB2",7814
"2205","FACB2",7977
"2206","FACB2",8138
"2207","FACB2",8233
"2208","FACB2",8589
"2209","FACB2",8910
"2210","FACB2",9268
"2211","FACB2",9632
"2212","FACB2",9738
"2213","FACB2",10027
"2214","FACB2",10286
"2215","FACB2",10412
"2216","FACB2",10577
"2217","FACB2",10866
"2218","FACB2",10993
"2219","FACB2",11459
"2220","FACB2",11707
"2221","FACB2",11752
"2222","FACB2",11868
"2223","FACB2",12502
"2224","FACB2",12889
"2225","FACA2",2384
"2226","FACA2",2612
"2227","FACA2",2640
"2228","FACA2",2714
"2229","FACA2",2826
"2230","FACA2",2827
"2231","FACA2",2896
"2232","FACA2",2919
"2233","FACA2",2938
"2234","FACA2",2977
"2235","FACA2",2999
"2236","FACA2",3013
"2237","FACA2",3047
"2238","FACA2",3080
"2239","FACA2",3108
"2240","FACA2",3127
"2241","FACA2",3172
"2242","FACA2",3190
"2243","FACA2",3217
"2244","FACA2",3229
"2245","FACA2",3251
"2246","FACA2",3264
"2247","FACA2",3358
"2248","FACA2",3368
"2249","FACA2",3415
"2250","FACA2",3435
"2251","FACA2",3470
"2252","FACA2",3486
"2253","FACA2",3526
"2254","FACA2",3547
"2255","FACA2",3584
"2256","FACA2",3622
"2257","FACA2",3640
"2258","FACA2",3672
"2259","FACA2",3701
"2260","FACA2",3734
"2261","FACA2",3740
"2262","FACA2",3777
"2263","FACA2",3827
"2264","FACA2",3838
"2265","FACA2",3868
"2266","FACA2",3977
"2267","FACA2",4017
"2268","FACA2",4098
"2269","FAECA",97
"2270","FAECA",115
"2271","FAECA",121
"2272","FAECA",133
"2273","FAECA",150
"2274","FAECA",171
"2275","FAECA",193
"2276","FAECA",209
"2277","FAECA",226
"2278","FAECA",239
"2279","FAECA",254
"2280","FAECA",271
"2281","FAECA",277
"2282","FAECA",328
"2283","FAECA",376
"2284","FAECA",390
"2285","FAECA",411
"2286","FAECA",479
"2287","FAECA",519
"2288","FAECA",522
"2289","FACB2",8067
"2290","FACB2",7083
"2291","FACB2",7367
"2292","FACB2",7756
"2293","FACB2",8057
"2294","FACB2",8237
"2295","FACB2",8324
"2296","FACB2",8469
"2297","FACB2",8690
"2298","FACB2",8856
"2299","FACB2",9148
"2300","FACB2",9421
"2301","FACB2",9465
"2302","FACB2",9670
"2303","FACB2",10008
"2304","FACB2",10009
"2305","FACB2",10553
"2306","FACB2",10673
"2307","FACB2",11088
"2308","FACB2",11228
"2309","FACB2",11612
"2310","FACB2",11881
"2311","FACB2",12123
"2312","FACB2",12387
"2313","FACB2",12626
"2314","FACB2",12819
"2315","FACA2",2329
"2316","FACA2",2383
"2317","FACA2",2387
"2318","FACA2",2410
"2319","FACA2",2434
"2320","FACA2",2456
"2321","FACA2",2474
"2322","FACA2",2498
"2323","FACA2",2539
"2324","FACA2",2575
"2325","FACA2",2631
"2326","FACA2",2641
"2327","FACA2",2667
"2328","FACA2",2701
"2329","FACA2",2712
"2330","FACA2",2748
"2331","FACA2",2794
"2332","FACA2",2861
"2333","FACA2",2889
"2334","FACA2",2921
"2335","FACA2",2924
"2336","FACA2",2998
"2337","FACA2",3043
"2338","FACA2",3079
"2339","FACA2",3111
"2340","FACA2",3173
"2341","FACA2",3184
"2342","FACA2",3215
"2343","FACA2",3246
"2344","FACA2",3269
"2345","FACA2",3297
"2346","FACA2",3303
"2347","FACA2",3304
"2348","FACA2",3334
"2349","FACA2",3341
"2350","FACA2",3347
"2351","FACA2",3373
"2352","FACA2",3410
"2353","FACA2",3463
"2354","FACA2",3485
"2355","FACA2",3487
"2356","FACA2",3498
"2357","FACA2",3510
"2358","FACA2",3533
"2359","FACA2",3538
"2360","FACA2",3541
"2361","FACA2",3582
"2362","FACA2",3631
"2363","FACA2",3653
"2364","FACA2",3681
"2365","FACA2",3705
"2366","FACA2",3716
"2367","FACA2",3732
"2368","FACA2",3763
"2369","FACA2",3768
"2370","FACA2",3820
"2371","FACA2",3843
"2372","FACA2",3860
"2373","FACA2",3870
"2374","FACA2",3883
"2375","FACA2",3926
"2376","FACA2",3932
"2377","FACA2",3943
"2378","FACA2",3993
"2379","FACA2",4024
"2380","FACA2",4039
"2381","FACA2",4080
"2382","FACA2",4090
"2383","FACA2",4100
"2384","FACA2",4111
"2385","FACA2",4141
"2386","FACA2",4146
"2387","FACB2",6986
"2388","FACB2",7104
"2389","FACB2",7246
"2390","FACB2",7310
"2391","FACB2",7510
"2392","FACB2",7622
"2393","FACB2",7666
"2394","FACB2",7854
"2395","FACB2",7997
"2396","FACB2",8009
"2397","FACB2",8124
"2398","FACB2",8193
"2399","FACB2",8207
"2400","FACB2",8402
"2401","FACB2",8497
"2402","FACB2",8514
"2403","FACB2",8601
"2404","FACB2",8658
"2405","FACB2",8723
"2406","FACB2",8835
"2407","FACB2",8900
"2408","FACB2",8923
"2409","FACB2",8930
"2410","FACB2",8979
"2411","FACB2",9063
"2412","FACB2",9129
"2413","FACB2",9152
"2414","FACB2",9280
"2415","FACB2",9308
"2416","FACB2",9320
"2417","FACB2",9419
"2418","FACB2",9461
