"","id","tipo","periodo","monto","mandatarios06","recibos"
"1037",477,"Detectar","",659567,NA,NA
"1038",477,"Detectar","2021",642911,NA,NA
"1039",477,"Detectar","2022",52755,NA,NA
"1040",477,"Reg-Cov","",3606776.87,NA,NA
"1041",477,"Reg-Cov","2020",529165.77,NA,NA
"1042",477,"Reg-Cov","2021",18027895.86,NA,NA
"1043",477,"Reg-Cov","2022",23542211.13,NA,NA
"1044",477,"Reg-Cov","A Vencer",9112159.62,NA,NA
"1045",477,"Turismo","2021",129480,NA,NA
"1046",478,"Detectar","A Vencer",57420,NA,NA
"1047",478,"Reg-Cov","",9908,NA,NA
"1048",478,"Reg-Cov","A Vencer",238613.96,NA,NA
"1049",479,"Detectar","2022",18,NA,NA
"1050",479,"Detectar","A Vencer",301395,NA,NA
"1051",479,"Reg-Cov","",279237.95,NA,NA
"1052",479,"Reg-Cov","2020",5162,NA,NA
"1053",479,"Reg-Cov","2022",2098748.59,NA,332982.23
"1054",479,"Reg-Cov","A Vencer",573547.23,NA,667294.17
"1055",481,"Reg-Cov","A Vencer",2797,NA,2797
"1056",482,"Detectar","2022",1400037.99,NA,NA
"1057",482,"Detectar","A Vencer",2532422,NA,NA
"1058",482,"Reg-Cov","",124609,NA,NA
"1059",482,"Reg-Cov","2021",57102,57102,NA
"1060",482,"Reg-Cov","2022",1138737,NA,NA
"1061",482,"Reg-Cov","A Vencer",280367,NA,NA
"1062",482,"Turismo","2021",845280,845280,NA
"1063",485,"Reg-Cov","2021",1295,NA,NA
"1064",485,"Reg-Cov","2022",2467,NA,NA
"1065",488,"Detectar","A Vencer",721761,NA,NA
"1066",488,"Reg-Cov","",703445.85,NA,NA
"1067",488,"Reg-Cov","A Vencer",341423,NA,NA
"1068",489,"Detectar","A Vencer",443734,NA,NA
"1069",489,"Reg-Cov","",619247,NA,NA
"1070",489,"Reg-Cov","A Vencer",169395,NA,85480
"1071",490,"Detectar","2022",1223,NA,NA
"1072",490,"Reg-Cov","2022",1605,NA,NA
"1073",490,"Reg-Cov","A Vencer",50643,NA,50643
"1074",491,"Detectar","2022",84487,NA,84487
"1075",491,"Detectar","A Vencer",208890,NA,NA
"1076",491,"Reg-Cov","",92034,NA,NA
"1077",491,"Reg-Cov","2022",227714,NA,160390
"1078",491,"Reg-Cov","A Vencer",613050.56,NA,141219.32
"1079",492,"Detectar","2021",146331,NA,NA
"1080",492,"Detectar","2022",404506,NA,NA
"1081",492,"Detectar","A Vencer",790010,NA,NA
"1082",492,"Reg-Cov","",577742,NA,NA
"1083",492,"Reg-Cov","2021",954369.49,NA,NA
"1084",492,"Reg-Cov","2022",775432.58,NA,NA
"1085",492,"Reg-Cov","A Vencer",1611917.33,NA,180873.41
"1086",492,"Turismo","2021",2780,NA,NA
"1087",496,"Detectar","2021",19704,NA,NA
"1088",496,"Detectar","A Vencer",300670,NA,NA
"1089",496,"Reg-Cov","",44950,NA,NA
"1090",496,"Reg-Cov","2022",8952,NA,NA
"1091",496,"Reg-Cov","A Vencer",71996,NA,NA
"1092",499,"Reg-Cov","2018",0.01,NA,NA
"1093",499,"Reg-Cov","A Vencer",1047254.8,NA,NA
"1094",502,"Detectar","2022",49183,NA,NA
"1095",502,"Detectar","A Vencer",133306,NA,NA
"1096",502,"Reg-Cov","",243962.84,NA,NA
"1097",502,"Reg-Cov","2022",733943.01,NA,NA
"1098",502,"Reg-Cov","A Vencer",153080,NA,NA
"1099",503,"Detectar","2021",3669,NA,NA
"1100",503,"Detectar","A Vencer",87783,NA,87783
"1101",503,"Reg-Cov","2021",115428,NA,NA
"1102",503,"Reg-Cov","2022",44303.06,NA,NA
"1103",503,"Turismo","2021",1657.84,NA,NA
"1104",504,"Detectar","A Vencer",105886,NA,161442
"1105",504,"Reg-Cov","A Vencer",55556,NA,161442
"1106",505,"Detectar","2021",533984,NA,NA
"1107",505,"Detectar","2022",45442,NA,NA
"1108",505,"Reg-Cov","",9686,NA,NA
"1109",505,"Reg-Cov","2018",663,663,NA
"1110",505,"Reg-Cov","2021",43741,4510.49,NA
"1111",505,"Reg-Cov","2022",8953,NA,NA
"1112",505,"Reg-Cov","A Vencer",1525814,NA,1620745
"1113",505,"Turismo","2021",2350000,2350000,NA
"1114",506,"Detectar","A Vencer",542355,NA,542355
"1115",506,"Reg-Cov","",265398.84,NA,NA
"1116",506,"Reg-Cov","A Vencer",403879,NA,230154
"1117",507,"Detectar","",3321306,NA,NA
"1118",507,"Detectar","2021",2297158,NA,NA
"1119",507,"Detectar","2022",2972021,NA,NA
"1120",507,"Reg-Cov","",248158,NA,NA
"1121",507,"Reg-Cov","2020",92677.14,NA,NA
"1122",507,"Reg-Cov","2021",2675495.25,NA,NA
"1123",507,"Reg-Cov","2022",2769363.75,NA,NA
"1124",507,"Reg-Cov","A Vencer",2740592.83,NA,NA
"1125",507,"Turismo","2021",5504380,NA,NA
"1126",509,"Detectar","2021",943779.45,NA,NA
"1127",509,"Detectar","2022",174218,NA,NA
"1128",509,"Detectar","A Vencer",743780,NA,NA
"1129",509,"Reg-Cov","",3863903.39,NA,NA
"1130",509,"Reg-Cov","2017",3.36,NA,NA
"1131",509,"Reg-Cov","2018",150.16,NA,NA
"1132",509,"Reg-Cov","2019",26.5,NA,NA
"1133",509,"Reg-Cov","2020",1647191.75,NA,NA
"1134",509,"Reg-Cov","2021",8519484.55,NA,NA
"1135",509,"Reg-Cov","2022",11915007.78,NA,839006.13
"1136",509,"Reg-Cov","A Vencer",1626033.2,NA,NA
"1137",509,"Turismo","2021",674189.45,NA,NA
"1138",510,"Detectar","2022",31351,NA,NA
"1139",510,"Detectar","A Vencer",95330,NA,NA
"1140",510,"Reg-Cov","",67982,NA,NA
"1141",510,"Reg-Cov","2017",4572,NA,NA
"1142",510,"Reg-Cov","2022",455673.07,NA,197730
"1143",510,"Reg-Cov","A Vencer",163752.58,NA,NA
"1144",511,"Detectar","2022",963268.5,NA,3091079.07
"1145",511,"Detectar","A Vencer",1006295,NA,NA
"1146",511,"Reg-Cov","",1194260.78,NA,581724.55
"1147",511,"Reg-Cov","2022",13906016.33,5751687.87,5044363
"1148",511,"Reg-Cov","A Vencer",4453845.43,NA,NA
"1149",511,"Turismo","2022",639241.5,NA,3091079.07
"1150",512,"Detectar","2021",52993,NA,NA
"1151",512,"Detectar","2022",66738,41275,NA
"1152",512,"Reg-Cov","",386244.95,NA,NA
"1153",512,"Reg-Cov","2021",3313229.91,NA,NA
"1154",512,"Reg-Cov","2022",4416077.36,3042091.97,NA
"1155",512,"Reg-Cov","A Vencer",437887.2,NA,NA
"1156",512,"Turismo","2021",52800,NA,NA
"1157",513,"Detectar","2021",614413,NA,NA
"1158",513,"Detectar","2022",1463164,NA,NA
"1159",513,"Reg-Cov","",2037583.14,NA,NA
"1160",513,"Reg-Cov","2020",41892,NA,NA
"1161",513,"Reg-Cov","2021",7655694.51,NA,NA
"1162",513,"Reg-Cov","2022",17657291.73,NA,NA
"1163",513,"Reg-Cov","A Vencer",1478194.07,NA,695653.09
"1164",513,"Turismo","2021",17780,NA,NA
"1165",514,"Detectar","A Vencer",56310,NA,42553
"1166",515,"Detectar","2022",17994,NA,NA
"1167",515,"Reg-Cov","",12489,NA,NA
"1168",515,"Reg-Cov","2022",25586,NA,NA
"1169",516,"Detectar","2022",135344,NA,1528686.43
"1170",516,"Detectar","A Vencer",400781,NA,NA
"1171",516,"Reg-Cov","",2304565.8,NA,NA
"1172",516,"Reg-Cov","2022",1956390.43,NA,1528686.43
"1173",516,"Reg-Cov","A Vencer",2744884.78,NA,NA
"1174",517,"Detectar","2022",89888,NA,NA
"1175",517,"Detectar","A Vencer",255955,NA,NA
"1176",517,"Reg-Cov","",348198,NA,17513.77
"1177",517,"Reg-Cov","2022",1021296.6,NA,337629
"1178",517,"Reg-Cov","A Vencer",111416,NA,NA
"1179",518,"Detectar","2022",1341473,NA,NA
"1180",518,"Detectar","A Vencer",1413569,NA,NA
"1181",518,"Reg-Cov","",2513280.88,NA,NA
"1182",518,"Reg-Cov","2021",798727.82,NA,NA
"1183",518,"Reg-Cov","2022",6143532.57,NA,1855310.98
"1184",518,"Reg-Cov","A Vencer",4925007.41,NA,NA
"1185",518,"Turismo","2021",5560,NA,NA
"1186",519,"Detectar","2022",12120,NA,NA
"1187",519,"Detectar","A Vencer",508930,NA,NA
"1188",519,"Reg-Cov","",228146.22,NA,NA
"1189",519,"Reg-Cov","2021",15140,NA,NA
"1190",519,"Reg-Cov","2022",1289,NA,NA
"1191",519,"Reg-Cov","A Vencer",322521,NA,NA
"1192",520,"Reg-Cov","",29313,NA,NA
"1193",520,"Reg-Cov","2022",2406389.76,NA,NA
"1194",520,"Reg-Cov","A Vencer",236724.73,NA,NA
"1195",521,"Detectar","2022",78805,NA,NA
"1196",521,"Reg-Cov","",27278,NA,NA
"1197",522,"Detectar","2022",56371,56371,NA
"1198",522,"Reg-Cov","2022",56371,56371,NA
"1199",523,"Detectar","2022",62578,NA,NA
"1200",523,"Reg-Cov","",227698,NA,NA
"1201",523,"Reg-Cov","2022",703045.24,NA,67599
"1202",523,"Reg-Cov","A Vencer",319712.62,NA,NA
"1203",524,"Detectar","A Vencer",85370,NA,NA
"1204",524,"Reg-Cov","",27873,NA,NA
"1205",524,"Reg-Cov","A Vencer",155493,NA,NA
"1206",525,"Detectar","",1482417,NA,NA
"1207",525,"Detectar","2022",7071232,2415163,NA
"1208",525,"Reg-Cov","",1141460.1,NA,NA
"1209",525,"Reg-Cov","2020",2218795.72,NA,NA
"1210",525,"Reg-Cov","2021",71819,NA,NA
"1211",525,"Reg-Cov","2022",7288788.26,4014572.61,NA
"1212",525,"Reg-Cov","A Vencer",900864,NA,NA
"1213",526,"Detectar","2022",22167,NA,10240
"1214",526,"Reg-Cov","A Vencer",8830,NA,7274
"1215",528,"Detectar","2022",22172,NA,NA
"1216",528,"Reg-Cov","",27446,NA,NA
"1217",528,"Reg-Cov","A Vencer",35920,NA,34536
"1218",529,"Detectar","2022",42648,NA,NA
"1219",529,"Detectar","A Vencer",77738,NA,NA
"1220",529,"Reg-Cov","",40974,NA,NA
"1221",529,"Reg-Cov","2017",1516,NA,NA
"1222",529,"Reg-Cov","2021",3581,NA,NA
"1223",529,"Reg-Cov","2022",213776,NA,139687
"1224",529,"Reg-Cov","A Vencer",184370,NA,NA
"1225",533,"Reg-Cov","2022",93505,NA,NA
"1226",534,"Detectar","2022",3814.84,NA,NA
"1227",534,"Detectar","A Vencer",114027,NA,NA
"1228",534,"Reg-Cov","",515240.54,NA,NA
"1229",534,"Reg-Cov","2022",29893.65,NA,NA
"1230",534,"Reg-Cov","A Vencer",20620,NA,NA
"1231",536,"Detectar","2022",12534,NA,NA
"1232",536,"Reg-Cov","",59812,NA,NA
"1233",536,"Reg-Cov","2022",358422.47,NA,NA
"1234",536,"Reg-Cov","A Vencer",194524,NA,NA
"1235",537,"Detectar","",136256,NA,NA
"1236",537,"Detectar","2021",4178,NA,NA
"1237",537,"Detectar","2022",1487,NA,NA
"1238",537,"Detectar","A Vencer",570435,NA,NA
"1239",537,"Reg-Cov","",2262301.6,NA,NA
"1240",537,"Reg-Cov","2021",338069.18,NA,NA
"1241",537,"Reg-Cov","2022",2081394.91,NA,NA
"1242",537,"Reg-Cov","A Vencer",10692183.85,NA,5559721.71
"1243",538,"Detectar","2021",927135,NA,NA
"1244",538,"Detectar","2022",788430,NA,NA
"1245",538,"Detectar","A Vencer",1475460,NA,NA
"1246",538,"Reg-Cov","",2130721.3,NA,NA
"1247",538,"Reg-Cov","2021",176529,NA,NA
"1248",538,"Reg-Cov","2022",4724353.61,NA,NA
"1249",538,"Reg-Cov","A Vencer",1931385.22,NA,NA
"1250",538,"Turismo","2021",327560,NA,NA
"1251",539,"Detectar","2021",367957,NA,NA
"1252",539,"Detectar","2022",392143,NA,NA
"1253",539,"Detectar","A Vencer",1106633,NA,NA
"1254",539,"Reg-Cov","",103356,NA,NA
"1255",539,"Reg-Cov","2021",379191,NA,NA
"1256",539,"Reg-Cov","2022",4009252.32,NA,NA
"1257",539,"Reg-Cov","A Vencer",1305379.8,NA,553092.96
"1258",539,"Turismo","2021",377074,NA,NA
"1259",540,"Detectar","",1095176,NA,NA
"1260",540,"Detectar","2022",816839,NA,742485
"1261",540,"Detectar","A Vencer",233132,NA,NA
"1262",540,"Reg-Cov","",526551,NA,NA
"1263",540,"Reg-Cov","2022",1323139.09,NA,745646.02
"1264",540,"Reg-Cov","A Vencer",955646.74,NA,674027
"1265",541,"Detectar","2022",82234,NA,NA
"1266",541,"Reg-Cov","",297630.25,NA,NA
"1267",541,"Reg-Cov","2022",1339943.73,NA,NA
"1268",541,"Reg-Cov","A Vencer",435876.12,NA,NA
"1269",543,"Detectar","2022",209768,NA,NA
"1270",543,"Detectar","A Vencer",638962,NA,NA
"1271",543,"Reg-Cov","",39424,NA,NA
"1272",543,"Reg-Cov","A Vencer",70831,NA,NA
"1273",544,"Detectar","A Vencer",102100,NA,229774
"1274",544,"Reg-Cov","",41458,NA,NA
"1275",544,"Reg-Cov","A Vencer",127674,NA,229774
"1276",545,"Detectar","",13383,NA,NA
"1277",545,"Detectar","2022",53245,53245,NA
"1278",545,"Reg-Cov","2022",51448,36157,NA
"1279",545,"Reg-Cov","A Vencer",64419.38,NA,NA
"1280",546,"Detectar","A Vencer",970891,NA,NA
"1281",546,"Reg-Cov","",13975455.07,NA,NA
"1282",546,"Reg-Cov","2022",16685723.92,NA,11415583.18
"1283",546,"Reg-Cov","A Vencer",3031720.95,NA,NA
"1284",547,"Detectar","2022",78215,NA,NA
"1285",547,"Detectar","A Vencer",120659,NA,NA
"1286",547,"Reg-Cov","",8168270.76,NA,0.04
"1287",547,"Reg-Cov","2022",368198,NA,393530
"1288",547,"Reg-Cov","A Vencer",346858.98,NA,NA
"1289",549,"Reg-Cov","",5452,NA,NA
"1290",549,"Reg-Cov","A Vencer",21699,NA,NA
"1291",551,"Reg-Cov","A Vencer",55120,NA,55120
"1292",552,"Detectar","",526162,NA,NA
"1293",552,"Detectar","2022",1803060,NA,NA
"1294",552,"Reg-Cov","",1730949.02,NA,NA
"1295",552,"Reg-Cov","2021",424245.58,NA,NA
"1296",552,"Reg-Cov","2022",32497020.55,NA,NA
"1297",552,"Reg-Cov","A Vencer",1823148.04,NA,NA
"1298",553,"Detectar","2022",90924,NA,NA
"1299",553,"Detectar","A Vencer",345763,NA,NA
"1300",553,"Reg-Cov","",1742164.4,NA,NA
"1301",553,"Reg-Cov","2022",4035684.63,NA,698492.09
"1302",553,"Reg-Cov","A Vencer",379450.82,NA,NA
"1303",555,"Reg-Cov","2021",5148,NA,NA
"1304",555,"Turismo","2021",5280,NA,NA
"1305",556,"Detectar","",356141,NA,NA
"1306",556,"Detectar","2022",118600,118600,NA
"1307",556,"Reg-Cov","",355777,NA,NA
"1308",556,"Reg-Cov","2022",6326397.11,101896,648605.61
"1309",556,"Reg-Cov","A Vencer",797408.97,NA,NA
"1310",557,"Reg-Cov","A Vencer",20317,NA,30050
"1311",558,"Detectar","2021",336287,NA,NA
"1312",558,"Detectar","2022",93139,NA,67798
"1313",558,"Detectar","A Vencer",240157,NA,NA
"1314",558,"Reg-Cov","",38159,NA,NA
"1315",558,"Reg-Cov","2021",8648.25,NA,NA
"1316",558,"Reg-Cov","2022",68764,NA,39426
"1317",558,"Reg-Cov","A Vencer",1896261,NA,NA
"1318",558,"Turismo","2021",495000,NA,NA
"1319",559,"Reg-Cov","2022",649125.85,NA,NA
"1320",559,"Reg-Cov","A Vencer",1070655,NA,NA
"1321",560,"Detectar","A Vencer",174097,NA,269548
"1322",560,"Reg-Cov","2020",5148,NA,NA
"1323",560,"Reg-Cov","2022",115056.8,NA,NA
"1324",560,"Reg-Cov","A Vencer",242706,NA,269548
"1325",562,"Detectar","",11927,NA,NA
"1326",562,"Detectar","2022",56062,NA,NA
"1327",562,"Reg-Cov","2022",172685.32,NA,NA
"1328",562,"Reg-Cov","A Vencer",595322,NA,NA
"1329",563,"Reg-Cov","A Vencer",24793,NA,NA
"1330",564,"Reg-Cov","2022",2266245.26,NA,NA
"1331",565,"Detectar","2022",13816,NA,NA
"1332",565,"Reg-Cov","",2885121.07,NA,NA
"1333",565,"Reg-Cov","2022",3047,NA,NA
"1334",565,"Reg-Cov","A Vencer",1737323.56,NA,NA
"1335",566,"Detectar","A Vencer",4951286,NA,4996827
"1336",566,"Reg-Cov","",147130,NA,NA
"1337",566,"Reg-Cov","2022",180982,NA,180982
"1338",566,"Reg-Cov","A Vencer",3401043.03,NA,6949098.78
"1339",569,"Detectar","",9361341,NA,NA
"1340",569,"Detectar","2021",11336918.79,NA,NA
"1341",569,"Detectar","2022",10176781,NA,NA
"1342",569,"Detectar","A Vencer",1028129,NA,NA
"1343",569,"Reg-Cov","",16674764.81,NA,NA
"1344",569,"Reg-Cov","2021",56793234.67,NA,3151123.94
"1345",569,"Reg-Cov","2022",119433921.15,NA,4883906.85
"1346",569,"Reg-Cov","A Vencer",11760227.12,NA,5980836.28
"1347",569,"Turismo","2021",9426842.79,NA,NA
"1348",573,"Reg-Cov","2022",1321,NA,NA
"1349",573,"Reg-Cov","A Vencer",13530,NA,NA
"1350",575,"Detectar","2022",264145,NA,222073
"1351",575,"Detectar","A Vencer",801313,NA,NA
"1352",575,"Reg-Cov","",15647,NA,NA
"1353",575,"Reg-Cov","2022",5267947.01,NA,1842664.28
"1354",575,"Reg-Cov","A Vencer",569215,NA,410633
"1355",576,"Detectar","2022",2757061,548053,NA
"1356",576,"Detectar","A Vencer",448481,NA,NA
"1357",576,"Reg-Cov","",8250384.19,NA,NA
"1358",576,"Reg-Cov","2020",4947696.96,NA,NA
"1359",576,"Reg-Cov","2021",5685383.47,NA,NA
"1360",576,"Reg-Cov","2022",61644054.35,59988406.51,NA
"1361",576,"Reg-Cov","A Vencer",6730791.95,NA,NA
"1362",580,"Detectar","2021",4178,NA,NA
"1363",580,"Reg-Cov","2021",651289.24,NA,NA
"1364",580,"Reg-Cov","2022",1054320.76,NA,18185
"1365",580,"Reg-Cov","A Vencer",516567,NA,201421.44
"1366",580,"Turismo","2021",10000,NA,NA
"1367",581,"Detectar","",7171520,NA,NA
"1368",581,"Detectar","2021",127391,NA,NA
"1369",581,"Detectar","2022",268204.66,NA,NA
"1370",581,"Detectar","A Vencer",1385817,NA,NA
"1371",581,"Reg-Cov","",762516,NA,NA
"1372",581,"Reg-Cov","2018",15577.15,NA,NA
"1373",581,"Reg-Cov","2019",11663.32,NA,NA
"1374",581,"Reg-Cov","2020",5527.7,NA,NA
"1375",581,"Reg-Cov","2021",1010491.67,NA,94532.58
"1376",581,"Reg-Cov","2022",1850412.62,NA,NA
"1377",581,"Reg-Cov","A Vencer",1093160.07,NA,NA
"1378",581,"Turismo","2021",4306148.44,NA,NA
"1379",583,"Reg-Cov","2021",15148.97,NA,NA
"1380",583,"Reg-Cov","A Vencer",17687,NA,NA
"1381",583,"Turismo","2021",10000,NA,NA
"1382",590,"Reg-Cov","2022",11323,NA,NA
"1383",597,"Detectar","2021",37547,NA,NA
"1384",597,"Detectar","2022",4178,NA,NA
"1385",597,"Reg-Cov","",18045,NA,NA
"1386",597,"Reg-Cov","A Vencer",26185,NA,NA
"1387",597,"Turismo","2021",75683,NA,NA
"1388",600,"Detectar","2022",9579,NA,46205
"1389",600,"Reg-Cov","2022",36626,NA,46205
"1390",600,"Reg-Cov","A Vencer",41888,NA,NA
"1391",601,"Reg-Cov","",7891,NA,1034.82
"1392",601,"Reg-Cov","2017",537,NA,NA
"1393",601,"Reg-Cov","2021",3342,NA,3342
"1394",607,"Detectar","",1113513,NA,NA
"1395",607,"Detectar","2022",259458,NA,NA
"1396",607,"Reg-Cov","",15767,NA,NA
"1397",607,"Reg-Cov","2022",639168,NA,NA
"1398",607,"Reg-Cov","A Vencer",403216,NA,NA
"1399",608,"Detectar","A Vencer",661549,NA,NA
"1400",608,"Reg-Cov","",68161,NA,12331.29
"1401",608,"Reg-Cov","2020",25580,NA,NA
"1402",608,"Reg-Cov","2022",113506,NA,113506
"1403",608,"Reg-Cov","A Vencer",120875,NA,NA
"1404",609,"Reg-Cov","2022",27307,NA,NA
"1405",609,"Turismo","2021",2500,NA,NA
"1406",610,"Reg-Cov","2022",1008790.32,NA,NA
"1407",611,"Detectar","",2856735,NA,NA
"1408",611,"Detectar","A Vencer",3067206,NA,229274
"1409",611,"Reg-Cov","",947349.09,NA,NA
"1410",611,"Reg-Cov","2022",474118,NA,NA
"1411",611,"Reg-Cov","A Vencer",1646155.84,NA,420762
"1412",616,"Reg-Cov","2022",1067131,NA,533565.5
"1413",616,"Reg-Cov","A Vencer",76779,NA,52139
"1414",617,"Detectar","",0.1,NA,NA
"1415",617,"Detectar","2021",8056,NA,NA
"1416",617,"Detectar","2022",5524,NA,NA
"1417",617,"Detectar","A Vencer",255468,NA,NA
"1418",617,"Reg-Cov","",30526,NA,NA
"1419",617,"Reg-Cov","2017",83,NA,NA
"1420",617,"Reg-Cov","2019",230.76,NA,NA
"1421",617,"Reg-Cov","2020",500,NA,NA
"1422",617,"Reg-Cov","2022",136312,NA,7862
"1423",617,"Reg-Cov","A Vencer",155541,NA,96180
"1424",617,"Turismo","2021",7780,NA,NA
"1425",618,"Reg-Cov","2017",167879,NA,NA
"1426",618,"Reg-Cov","2021",19303,NA,NA
"1427",618,"Reg-Cov","2022",58590,NA,NA
"1428",620,"Detectar","2022",34289,NA,NA
"1429",620,"Reg-Cov","2021",65522,NA,NA
"1430",620,"Reg-Cov","2022",17993,NA,NA
"1431",620,"Turismo","2021",298543,NA,NA
"1432",622,"Detectar","",31751,NA,NA
"1433",622,"Reg-Cov","A Vencer",149433.57,NA,NA
"1434",625,"Reg-Cov","2022",419870.03,NA,NA
"1435",625,"Turismo","2021",2500,NA,NA
"1436",629,"Detectar","2022",76154,NA,NA
"1437",629,"Detectar","A Vencer",195931,NA,NA
"1438",629,"Reg-Cov","",4089844.3,NA,NA
"1439",629,"Reg-Cov","2022",3299798.79,NA,587515.58
"1440",629,"Reg-Cov","A Vencer",4248764.89,NA,NA
"1441",635,"Detectar","",137964,NA,NA
"1442",635,"Reg-Cov","A Vencer",33677,NA,NA
"1443",636,"Reg-Cov","2020",3480,NA,NA
"1444",636,"Reg-Cov","2021",158075,NA,NA
"1445",636,"Reg-Cov","2022",1217,NA,NA
"1446",636,"Turismo","2021",32240,NA,NA
"1447",645,"Detectar","2022",1223,NA,NA
"1448",645,"Reg-Cov","2021",10050,NA,NA
"1449",645,"Turismo","2021",5000,NA,NA
"1450",647,"Reg-Cov","2017",266,NA,NA
"1451",648,"Detectar","2022",5524,NA,NA
"1452",648,"Reg-Cov","2018",130741.81,NA,NA
"1453",648,"Reg-Cov","2020",14451,NA,NA
"1454",648,"Reg-Cov","2021",759466.9,NA,NA
"1455",648,"Reg-Cov","2022",1627787.53,NA,NA
"1456",660,"Reg-Cov","2021",24023,NA,NA
"1457",662,"Reg-Cov","2018",57742.39,NA,NA
"1458",662,"Reg-Cov","2020",830982,NA,NA
"1459",662,"Reg-Cov","2022",41891,NA,NA
"1460",662,"Turismo","2021",7500,NA,NA
"1461",664,"Reg-Cov","2021",146080,NA,NA
"1462",664,"Reg-Cov","2022",1332575.26,NA,NA
"1463",667,"Detectar","2022",41895,NA,NA
"1464",667,"Detectar","A Vencer",551329,NA,NA
"1465",667,"Reg-Cov","",430530,NA,NA
"1466",667,"Reg-Cov","2022",102463,NA,67760
"1467",667,"Reg-Cov","A Vencer",394723,NA,NA
"1468",672,"Reg-Cov","2022",28511.24,NA,NA
"1469",673,"Reg-Cov","2021",11225,NA,NA
"1470",673,"Reg-Cov","2022",23927,NA,NA
"1471",674,"Reg-Cov","2021",24038,NA,NA
"1472",675,"Reg-Cov","2022",7477221.39,NA,NA
"1473",677,"Reg-Cov","2021",2115624.72,NA,NA
"1474",677,"Reg-Cov","2022",4428,NA,NA
"1475",688,"Detectar","",6027494,NA,NA
"1476",688,"Detectar","2021",12738134,NA,NA
"1477",688,"Detectar","2022",11566765.74,NA,NA
"1478",688,"Detectar","A Vencer",6503902,NA,NA
"1479",688,"Reg-Cov","",25357612.48,NA,NA
"1480",688,"Reg-Cov","2019",3273861.55,NA,NA
"1481",688,"Reg-Cov","2020",35299215.75,NA,NA
"1482",688,"Reg-Cov","2021",131915959.91,NA,NA
"1483",688,"Reg-Cov","2022",123797031.4,NA,NA
"1484",688,"Reg-Cov","A Vencer",19843394.42,NA,NA
"1485",688,"Turismo","2021",10231934.96,NA,NA
"1486",688,"Turismo","2022",4042400.74,NA,NA
"1487",690,"Detectar","2022",2974,NA,2974
"1488",693,"Detectar","",4575,NA,NA
"1489",693,"Reg-Cov","2017",272,NA,NA
"1490",693,"Reg-Cov","2019",4072,NA,NA
"1491",693,"Reg-Cov","2020",6424,NA,NA
"1492",693,"Reg-Cov","2021",6515,NA,NA
"1493",693,"Reg-Cov","2022",314971.2,NA,NA
"1494",695,"Reg-Cov","2018",2347,NA,NA
"1495",695,"Reg-Cov","2020",2033,NA,NA
"1496",696,"Detectar","",4178,NA,NA
"1497",698,"Reg-Cov","",1174827.02,NA,NA
"1498",698,"Reg-Cov","2022",502288.55,NA,NA
"1499",698,"Reg-Cov","A Vencer",7396812.16,NA,NA
"1500",700,"Detectar","2022",8953,NA,NA
"1501",700,"Reg-Cov","2022",16483,NA,NA
"1502",700,"Turismo","2022",16400,NA,NA
"1503",701,"Detectar","2021",8589,NA,NA
"1504",701,"Detectar","2022",6143,NA,NA
"1505",701,"Detectar","A Vencer",737670,NA,NA
"1506",701,"Reg-Cov","",2082655.62,NA,NA
"1507",701,"Reg-Cov","2018",34421.08,NA,NA
"1508",701,"Reg-Cov","2021",381321,NA,NA
"1509",701,"Reg-Cov","2022",643712.38,NA,46284
"1510",701,"Reg-Cov","A Vencer",6942681.84,NA,258488.08
"1511",704,"Detectar","2022",1487,NA,NA
"1512",704,"Reg-Cov","2022",30257,NA,29951
"1513",706,"Detectar","2022",7528,NA,NA
"1514",706,"Reg-Cov","2021",12136,NA,NA
"1515",707,"Reg-Cov","A Vencer",33108,NA,NA
"1516",708,"Detectar","2022",8356,NA,NA
"1517",708,"Reg-Cov","2022",16850,NA,NA
"1518",709,"Detectar","2021",35515,NA,NA
"1519",709,"Reg-Cov","2021",696878.08,NA,NA
"1520",709,"Reg-Cov","2022",34426,NA,NA
"1521",709,"Turismo","2021",273.4,NA,NA
"1522",715,"Reg-Cov","",174958,NA,NA
"1523",715,"Reg-Cov","2021",12000,NA,6400.01
"1524",715,"Reg-Cov","2022",3252.65,NA,3252.65
"1525",724,"Reg-Cov","2021",18680.37,NA,NA
"1526",726,"Reg-Cov","2021",29744,NA,NA
"1527",731,"Reg-Cov","",150631,NA,NA
"1528",732,"Reg-Cov","",119646.92,NA,NA
"1529",732,"Reg-Cov","2021",1063106.34,NA,NA
"1530",732,"Reg-Cov","2022",406495.88,NA,NA
"1531",732,"Reg-Cov","A Vencer",78874,NA,NA
"1532",776,"Reg-Cov","2019",7276.42,NA,NA
"1533",788,"Turismo","2021",2500,NA,NA
"1534",792,"Reg-Cov","2022",738910.81,NA,NA
"1535",792,"Reg-Cov","A Vencer",274401,NA,NA
"1536",830,"Reg-Cov","2021",232617.52,NA,NA
"1537",830,"Reg-Cov","2022",4642,NA,NA
"1538",834,"Reg-Cov","2022",82020,NA,80000
"1539",846,"Reg-Cov","",3935645.41,NA,NA
"1540",852,"Reg-Cov","",572196.86,NA,NA
"1541",853,"Detectar","2022",134847,NA,NA
"1542",853,"Reg-Cov","2021",22531,NA,NA
"1543",853,"Turismo","2021",275060,NA,NA
"1544",871,"Reg-Cov","2018",8025.55,NA,NA
