"","Nro Intimacion","Factura","Cliente","Emision","Importe","Vencimiento","Fecha Intimacion","Recepcion Intimacion","Imputacion","Fecha Imputacion","Importe Imputacion","Saldo"
"1882",2266,"FACB2 - 13429","440 - OS MIN SECRET Y SUBSECRE",2021-01-13,319607.48,2021-02-17,2021-05-11 00:00:00,2021-05-27,"NCB - 5804",2021-07-06,341,0
"1883",2280,"FACB2 - 14446","540 - OSPTV",2021-02-22,82430,2021-03-27,2021-05-11 00:00:00,2021-05-21,"NCB - 5808",2021-07-06,9251,0
"1884",2755,"FACA2 - 4616","399 - OS MUNI 3 FEBRERO",2021-02-23,37940,2021-04-03,2021-06-28 09:44:50,2021-07-01,"RECX2 - 10891",2021-07-06,35842,0
"1885",2369,"FACB2 - 13129","923 - AMPJBON",2020-12-23,28691,2021-02-14,2021-05-12 00:00:00,2021-05-27,"NCB - 5816",2021-07-07,671,6500
"1886",1966,"FACB2 - 10821","463 - OSTVLA",2020-10-07,163947,2020-11-19,2021-03-04 00:00:00,2021-03-09,"NCB - 5824",2021-07-07,88403,61944
"1887",2660,"FACB2 - 12962","432 - OSSACRA",2020-12-21,68471,2021-02-13,2021-06-23 12:48:21,2021-07-01,"RECX2 - 10906",2021-07-07,68471,0
"1888",2771,"FACB2 - 15885","184 - IOSCOR",2021-04-20,102859,2021-05-27,2021-06-29 12:58:21,2021-07-06,"RECX2 - 10908",2021-07-07,102859,0
"1889",2806,"FACB2 - 15081","1110 - FESTIQYPRA",2021-03-15,38334,2021-04-22,2021-06-30 16:02:59,2021-07-02,"RECX2 - 10914",2021-07-07,27353,0
"1890",2772,"FACB2 - 15336","202 - UTA",2021-03-25,122500,2021-05-16,2021-06-29 13:03:59,2021-07-06,"RECX2 - 10917",2021-07-07,120000,0
"1891",1915,"FACB2 - 3617","557 - SUPERCO",2018-08-13,5664,2018-10-20,2021-02-25 00:00:00,2021-03-01,"RECX2 - 10935",2021-07-07,5664,0
"1892",1915,"FACB2 - 6690","557 - SUPERCO",2019-12-09,4179,2020-01-25,2021-02-25 00:00:00,2021-03-01,"RECX2 - 10935",2021-07-07,4179,0
"1893",2760,"FACB2 - 15312","1019 - OSAMOC",2021-03-23,26842,2021-05-06,2021-06-29 10:48:18,2021-07-06,"RECX2 - 1",2021-07-08,21680,0
"1894",2760,"FACB2 - 15601","1019 - OSAMOC",2021-04-09,242539,2021-05-14,2021-06-29 10:48:18,2021-07-06,"RECX2 - 1",2021-07-08,239577,0
"1895",2760,"FACB2 - 15910","1019 - OSAMOC",2021-04-21,62780,2021-05-21,2021-06-29 10:48:18,2021-07-06,"RECX2 - 1",2021-07-08,62780,0
"1896",2006,"FACB2 - 12899","546 - OSPRERA",2020-12-18,1947978.21,2021-01-21,2021-03-17 00:00:00,2021-03-22,"RECX2 - 12",2021-07-08,1947978.21,0
"1897",2584,"FACA2 - 347","617 - OSDIPP",2017-04-10,1512,2017-05-26,2021-06-17 00:00:00,2021-06-25,"RECX2 - 13",2021-07-08,1512,0
"1898",2572,"FACB2 - 5076","192 - OSPCYD",2019-04-16,320759.85,2019-07-03,2021-06-17 00:00:00,2021-06-25,"RECX2 - 19",2021-07-08,29635,0
"1899",2572,"FACB2 - 6936","192 - OSPCYD",2020-01-13,203779.9,2020-02-28,2021-06-17 00:00:00,2021-06-25,"RECX2 - 20",2021-07-08,6855,0
"1900",2670,"FACB2 - 15726","518 - OSPIP",2021-04-14,704800.87,2021-05-21,2021-06-23 13:44:14,2021-07-01,"RECX2 - 26",2021-07-08,700380.87,0
"1901",2587,"FACB2 - 15478","518 - OSPIP",2021-03-30,109274,2021-05-15,2021-06-17 00:00:00,2021-06-24,"RECX2 - 27",2021-07-08,107592,1682
"1902",2389,"FACA2 - 4307","450 - OSIM",2021-01-15,76196,2021-02-20,2021-05-12 00:00:00,2021-05-27,"RECX2 - 32",2021-07-08,76196,0
"1903",2389,"FACA2 - 4338","450 - OSIM",2021-01-20,67186,2021-02-21,2021-05-12 00:00:00,2021-05-27,"RECX2 - 32",2021-07-08,67186,0
"1904",1954,"FACB2 - 11505","318 - OSUTHGRA",2020-11-04,208795.46,2020-12-12,2021-03-04 00:00:00,2021-03-09,"NCB - 5847",2021-07-08,76384.26,132411.2
"1905",2150,"FACB2 - 13336","150 - OSBA",2021-01-11,42182,2021-02-20,2021-05-06 00:00:00,2021-05-21,"RECX2 - 45",2021-07-08,42182,0
"1906",2643,"FACB2 - 14251","354 - OSCOMM",2021-02-17,46367,2021-03-26,2021-06-23 09:22:15,2021-07-01,"RECX2 - 46",2021-07-08,46367,0
"1907",2643,"FACB2 - 14401","354 - OSCOMM",2021-02-22,157289,2021-03-27,2021-06-23 09:22:15,2021-07-01,"RECX2 - 46",2021-07-08,157289,0
"1908",2643,"FACB2 - 15108","354 - OSCOMM",2021-03-17,47266,2021-04-16,2021-06-23 09:22:15,2021-07-01,"RECX2 - 46",2021-07-08,47266,0
"1909",1966,"FACB2 - 10579","463 - OSTVLA",2020-09-23,1284211.3,2020-11-21,2021-03-04 00:00:00,2021-03-09,"NCB - 5853",2021-07-12,11475.62,1113555.6
"1910",2385,"FACB2 - 14451","448 - OSSIMRA",2021-02-22,96537,2021-04-03,2021-05-12 00:00:00,2021-05-27,"NCB - 5864",2021-07-12,3201,434
"1911",2402,"FACB2 - 14552","492 - OSPPCYQ",2021-02-24,65882,2021-04-01,2021-05-12 00:00:00,2021-05-26,"RECX2 - 55",2021-07-12,49729,0
"1912",2726,"FACA2 - 4579","566 - OSSEG",2021-02-19,112500,2021-03-26,2021-06-28 09:06:25,2021-07-01,"NCA - 1984",2021-07-12,7500,0
"1913",2068,"FACB2 - 12069","262 - OSPERYHRA",2020-11-24,57153,2021-01-17,2021-04-07 00:00:00,2021-04-15,"RECX2 - 74",2021-07-12,6375,31444
"1914",1966,"FACB2 - 10397","463 - OSTVLA",2020-09-16,53956,2020-11-21,2021-03-04 00:00:00,2021-03-09,"NCB - 5901",2021-07-13,3297,2622
"1915",2392,"FACB2 - 14425","463 - OSTVLA",2021-02-22,85627,2021-03-27,2021-05-12 00:00:00,2021-05-26,"NCB - 5902",2021-07-13,29442,8158
"1916",2581,"FACB2 - 15364","457 - OSPENA",2021-03-26,21224,2021-04-29,2021-06-17 00:00:00,2021-06-24,"RECX2 - 81",2021-07-13,21224,0
"1917",2312,"FACB2 - 14308","318 - OSUTHGRA",2021-02-17,185028,2021-04-01,2021-05-11 00:00:00,2021-05-27,"NCB - 5908",2021-07-13,1093,183935
"1918",1863,"FACB2 - 10354","457 - OSPENA",2020-09-15,76761.28,2020-10-21,2021-01-28 00:00:00,2021-02-02,"RECX2 - 82",2021-07-13,76761,0
"1919",1863,"FACB2 - 10375","457 - OSPENA",2020-09-15,124162.64,2020-10-22,2021-01-28 00:00:00,2021-02-02,"RECX2 - 82",2021-07-13,90376.12,33786.52
"1920",2217,"FACB2 - 12636","290 - OSETSRA",2020-12-10,57375.78,2021-01-22,2021-05-10 00:00:00,2021-06-24,"RECX2 - 87",2021-07-13,39926.78,0
"1921",2574,"FACB2 - 15331","313 - OSPOCE",2021-03-25,58060,2021-04-25,2021-06-17 00:00:00,2021-06-25,"RECX2 - 94",2021-07-13,40560,2500
"1922",2313,"FACA2 - 4160","324 - AVALIAN ",2020-12-22,51620,2021-02-07,2021-05-11 00:00:00,2021-05-27,"NCA - 1999",2021-07-13,46458,0
"1923",2378,"FACB2 - 14972","1179 - OSPERSAAMS",2021-03-10,50425,2021-04-10,2021-05-12 00:00:00,2021-05-27,"RECX2 - 100",2021-07-13,50425,0
"1924",2267,"FACA2 - 4451","445 - OMINT S.A.",2021-02-01,27664,2021-03-04,2021-05-11 00:00:00,2021-05-28,"NCA - 2001",2021-07-13,3883.31,0
"1925",1922,"FACB2 - 5805","419 - FEDERADA 25 JUNIO",2019-08-13,40962.4,2019-09-19,2021-02-25 00:00:00,2021-03-02,"NCB - 5918",2021-07-13,4706,0
"1926",2669,"FACB2 - 14412","509 - OS VAREADORES",2021-02-22,72106,2021-04-01,2021-06-23 13:39:54,2021-07-01,"RECX2 - 10894",2021-07-14,72106,0
"1927",2669,"FACB2 - 14551","509 - OS VAREADORES",2021-02-24,91116,2021-04-09,2021-06-23 13:39:54,2021-07-01,"RECX2 - 10894",2021-07-14,32162,58954
"1928",2594,"FACA2 - 4866","2046 - ETICA MEDICA S.A.",2021-03-26,10854,2021-04-30,2021-06-17 00:00:00,2021-06-24,"RECX2 - 10895",2021-07-14,10854,0
"1929",2304,"FACB2 - 13645","275 - OSPESGYPE",2021-01-21,90022,2021-03-05,2021-05-11 00:00:00,2021-05-27,"RECX2 - 10938",2021-07-14,90022,0
"1930",2304,"FACB2 - 13883","275 - OSPESGYPE",2021-01-28,76835,2021-03-04,2021-05-11 00:00:00,2021-05-27,"RECX2 - 10938",2021-07-14,57614,0
"1931",2304,"FACB2 - 14034","275 - OSPESGYPE",2021-02-08,78825,2021-03-20,2021-05-11 00:00:00,2021-05-27,"RECX2 - 10938",2021-07-14,77925,0
"1932",2304,"FACB2 - 14081","275 - OSPESGYPE",2021-02-09,55583,2021-03-18,2021-05-11 00:00:00,2021-05-27,"RECX2 - 10938",2021-07-14,55583,0
"1933",2304,"FACB2 - 14271","275 - OSPESGYPE",2021-02-17,63701,2021-04-01,2021-05-11 00:00:00,2021-05-27,"RECX2 - 10938",2021-07-14,58539,0
"1934",2107,"FACB2 - 10635","156 - OSPIB",2020-09-25,35918,2020-11-07,2021-05-06 00:00:00,2021-05-21,"NCB - 5938",2021-07-14,5162,0
"1935",2708,"FACB2 - 16104","688 - OSPERYH",2021-04-27,403212,2021-05-28,2021-06-28 08:28:07,2021-07-06,"NCB - 5940",2021-07-14,20746,6470
"1936",2703,"FACB2 - 14806","688 - OSPERYH",2021-03-03,101640,2021-04-07,2021-06-23 16:48:37,2021-07-05,"NCB - 5941",2021-07-14,7400,5648
"1937",2619,"FACB2 - 6779","2044 - MUTUAL ANCINDAR SALUD",2019-12-18,44380,2020-02-16,2021-06-17 00:00:00,2021-06-28,"RECX2 - 115",2021-07-15,44380,0
"1938",2123,"FACA2 - 4689","113 - OPDEA",2021-02-25,72500,2021-03-31,2021-05-06 00:00:00,2021-05-21,"RECX2 - 129",2021-07-15,147.5,0
"1939",2099,"FACB2 - 12297","569 - OSPSA",2020-11-30,352400.23,2020-12-30,2021-04-20 00:00:00,2021-04-27,"NCB - 5946",2021-07-15,129840,0
"1940",2060,"FACB2 - 11377","569 - OSPSA",2020-10-28,245907.21,2020-12-10,2021-04-07 00:00:00,2021-04-13,"NCB - 5947",2021-07-15,83663.21,29186
"1941",1956,"FACB2 - 10447","546 - OSPRERA",2020-09-18,90749.83,2020-10-29,2021-03-04 00:00:00,2021-03-09,"RECX2 - 154",2021-07-15,87693.83,0
"1942",2730,"FACB2 - 13071","546 - OSPRERA",2020-12-22,272013,2021-02-04,2021-06-28 09:16:00,2021-07-01,"RECX2 - 155",2021-07-15,270434,0
"1943",1985,"FACB2 - 10650","546 - OSPRERA",2020-09-25,50088,2020-11-25,2021-03-11 00:00:00,2021-03-16,"RECX2 - 155",2021-07-15,33744,0
"1944",1985,"FACB2 - 10909","546 - OSPRERA",2020-10-14,385389,2020-11-26,2021-03-11 00:00:00,2021-03-16,"RECX2 - 155",2021-07-15,331526,0
"1945",1985,"FACB2 - 11188","546 - OSPRERA",2020-10-23,79632,2020-12-12,2021-03-11 00:00:00,2021-03-16,"RECX2 - 155",2021-07-15,59026,0
"1946",1956,"FACB2 - 9249","546 - OSPRERA",2020-07-22,377368,2020-09-30,2021-03-04 00:00:00,2021-03-09,"RECX2 - 155",2021-07-15,374354,0
"1947",1956,"FACB2 - 10595","546 - OSPRERA",2020-09-23,999533.67,2020-11-05,2021-03-04 00:00:00,2021-03-09,"RECX2 - 155",2021-07-15,967813.67,0
"1948",2744,"FACB2 - 16108","479 - OSCOEMA",2021-04-27,165177.8,2021-05-29,2021-06-28 09:36:13,2021-07-01,"RECX2 - 157",2021-07-15,165177.8,0
"1949",2101,"FACB2 - 8758","174 - OSECAC",2020-06-29,8661564.47,2020-07-29,2021-04-20 00:00:00,2021-04-27,"NCB - 5961",2021-07-15,360530.87,1721721.96
"1950",2101,"FACB2 - 8758","174 - OSECAC",2020-06-29,8661564.47,2020-07-29,2021-04-20 00:00:00,2021-04-27,"NCB - 5963",2021-07-15,282749.81,1721721.96
"1951",1993,"FACB2 - 8108","440 - OS MIN SECRET Y SUBSECRE",2020-05-12,4272733.2,2020-06-14,2021-03-11 00:00:00,2021-03-16,"RECX2 - 175",2021-07-15,646679,0
"1952",2755,"FACA2 - 4337","399 - OS MUNI 3 FEBRERO",2021-01-20,5779,2021-03-11,2021-06-28 09:44:50,2021-07-01,"RECX2 - 10890",2021-07-15,5779,0
"1953",2742,"FACB2 - 15263","512 - OSPIV VIDRIO",2021-03-22,81338.08,2021-04-25,2021-06-28 09:33:59,2021-07-01,"RECX2 - 10945",2021-07-15,81338.08,0
"1954",2694,"FACA2 - 4014","608 - CENTRO MED PUEYRREDON",2020-12-04,10310,2021-01-21,2021-06-23 16:17:57,2021-07-06,"RECX2 - 183",2021-07-16,10310,0
"1955",2694,"FACA2 - 4436","608 - CENTRO MED PUEYRREDON",2021-01-28,17500,2021-02-28,2021-06-23 16:17:57,2021-07-06,"RECX2 - 183",2021-07-16,17500,0
"1956",2694,"FACA2 - 4521","608 - CENTRO MED PUEYRREDON",2021-02-11,82500,2021-03-13,2021-06-23 16:17:57,2021-07-06,"RECX2 - 183",2021-07-16,82500,0
"1957",2694,"FACA2 - 4641","608 - CENTRO MED PUEYRREDON",2021-02-24,28737,2021-04-02,2021-06-23 16:17:57,2021-07-06,"RECX2 - 183",2021-07-16,28727,10
"1958",1775,"FACB2 - 10018","303 - OSPETAX",2020-08-25,254402.1,2020-10-02,2021-01-07 00:00:00,2021-01-19,"RECX2 - 10951",2021-07-16,238615.1,0
"1959",1775,"FACB2 - 10168","303 - OSPETAX",2020-08-31,94557,2020-10-01,2021-01-07 00:00:00,2021-01-19,"RECX2 - 10951",2021-07-16,44486,50071
"1960",2674,"FACB2 - 14952","536 - OSPIQYP",2021-03-10,43498.25,2021-04-17,2021-06-23 14:57:16,2021-07-05,"NCB - 5974",2021-07-16,5403,38095.25
"1961",2453,"FACB2 - 12967","629 - OS VIALES RA",2020-12-21,19886,2021-02-19,2021-05-12 00:00:00,2021-05-27,"NCB - 5980",2021-07-19,1379,18507
"1962",2731,"FACB2 - 15020","546 - OSPRERA",2021-03-12,124031,2021-04-22,2021-06-28 09:16:33,2021-07-01,"NCB - 5984",2021-07-19,13331,0
"1963",2730,"FACB2 - 14266","546 - OSPRERA",2021-02-17,81430,2021-04-01,2021-06-28 09:16:00,2021-07-01,"NCB - 5985",2021-07-19,12562,0
"1964",2730,"FACB2 - 13032","546 - OSPRERA",2020-12-22,23987,2021-02-13,2021-06-28 09:16:00,2021-07-01,"NCB - 6018",2021-07-21,7844,0
"1965",2203,"FACB2 - 13443","202 - UTA",2021-01-13,651534,2021-02-20,2021-05-10 00:00:00,2021-06-24,"NCB - 6026",2021-07-21,225998,0
"1966",2640,"FACA2 - 4466","325 - SWISS MEDICAL S.A.",2021-02-03,99702,2021-03-05,2021-06-23 08:57:53,2021-07-02,"RECX2 - 217",2021-07-21,99702,0
"1967",2640,"FACA2 - 4488","325 - SWISS MEDICAL S.A.",2021-02-08,61930,2021-03-11,2021-06-23 08:57:53,2021-07-02,"RECX2 - 217",2021-07-21,61930,0
"1968",2640,"FACA2 - 4615","325 - SWISS MEDICAL S.A.",2021-02-23,87267,2021-03-27,2021-06-23 08:57:53,2021-07-02,"RECX2 - 217",2021-07-21,87267,0
"1969",2640,"FACA2 - 4706","325 - SWISS MEDICAL S.A.",2021-03-03,92520,2021-04-04,2021-06-23 08:57:53,2021-07-02,"RECX2 - 217",2021-07-21,92520,0
"1970",2640,"FACA2 - 4758","325 - SWISS MEDICAL S.A.",2021-03-15,101708,2021-04-18,2021-06-23 08:57:53,2021-07-02,"RECX2 - 217",2021-07-21,101708,0
"1971",2011,"FACB2 - 7303","461 - OSEN",2020-02-20,179198.56,2020-05-28,2021-03-17 00:00:00,2021-03-25,"NCB - 6066",2021-07-23,36855,0
"1972",1792,"FACB2 - 6959","196 - OSPEC",2020-01-14,243328.06,2020-03-05,2021-01-21 00:00:00,2021-01-25,"RECX2 - 255",2021-07-26,1e+05,0
"1973",2646,"FACB2 - 13658","378 - OSCEP",2021-01-21,62420,2021-02-26,2021-06-23 09:34:01,2021-07-01,"RECX2 - 260",2021-07-26,62420,0
"1974",2646,"FACB2 - 14190","378 - OSCEP",2021-02-11,72500,2021-03-14,2021-06-23 09:34:01,2021-07-01,"RECX2 - 260",2021-07-26,62500,0
"1975",2646,"FACB2 - 15048","378 - OSCEP",2021-03-15,71925,2021-04-16,2021-06-23 09:34:01,2021-07-01,"RECX2 - 260",2021-07-26,65402,0
"1976",2646,"FACB2 - 15228","378 - OSCEP",2021-03-19,127276.17,2021-04-24,2021-06-23 09:34:01,2021-07-01,"RECX2 - 260",2021-07-26,126183.17,0
"1977",1792,"FACB2 - 6561","196 - OSPEC",2019-11-26,66685.11,2020-01-16,2021-01-21 00:00:00,2021-01-25,"RECX2 - 261",2021-07-26,66508.11,0
"1978",1792,"FACB2 - 6959","196 - OSPEC",2020-01-14,243328.06,2020-03-05,2021-01-21 00:00:00,2021-01-25,"RECX2 - 261",2021-07-26,8491.89,0
"1979",1802,"FACB2 - 10238","251 - OSDOP",2020-09-10,47316,2020-10-14,2021-01-21 00:00:00,2021-01-25,"NCB - 6103",2021-07-26,900,46416
"1980",1802,"FACB2 - 6763","251 - OSDOP",2019-12-17,250841.69,2020-02-06,2021-01-21 00:00:00,2021-01-25,"NCB - 6104",2021-07-26,12790,0
"1981",2011,"FACB2 - 7303","461 - OSEN",2020-02-20,179198.56,2020-05-28,2021-03-17 00:00:00,2021-03-25,"RECX2 - 308",2021-07-27,142343,0
"1982",2745,"FACB2 - 14608","461 - OSEN",2021-02-24,131194,2021-03-27,2021-06-28 09:37:27,2021-07-01,"RECX2 - 310",2021-07-27,131194,0
"1983",2749,"FACB2 - 12493","441 - OS MAQ TEATRO Y TEVE",2020-12-03,20620,2021-01-27,2021-06-28 09:39:51,2021-07-01,"RECX2 - 313",2021-07-27,20620,0
"1984",1905,"FACB2 - 9226","441 - OS MAQ TEATRO Y TEVE",2020-07-21,8704,2020-09-30,2021-02-11 00:00:00,2021-02-18,"RECX2 - 313",2021-07-27,5148,0
"1985",2109,"FACA2 - 4403","131 - OSPACA",2021-01-26,87645.28,2021-02-26,2021-05-06 00:00:00,2021-05-27,"RECX2 - 315",2021-07-27,87645.28,0
"1986",2298,"FACB2 - 14084","233 - OSCHOCA",2021-02-09,614493.09,2021-04-02,2021-05-11 00:00:00,2021-05-26,"RECX2 - 321",2021-07-27,614493.09,0
"1987",2298,"FACB2 - 14228","233 - OSCHOCA",2021-02-12,361557.14,2021-04-02,2021-05-11 00:00:00,2021-05-26,"RECX2 - 321",2021-07-27,361557.14,0
"1988",1802,"FACB2 - 9377","251 - OSDOP",2020-07-28,44946,2021-02-24,2021-01-21 00:00:00,2021-01-25,"NCB - 6131",2021-07-27,2656,42290
"1989",2731,"FACB2 - 15076","546 - OSPRERA",2021-03-15,90601,2021-04-22,2021-06-28 09:16:33,2021-07-01,"NCB - 6141",2021-07-27,36425,0
"1990",2730,"FACB2 - 14739","546 - OSPRERA",2021-02-25,81959,2021-04-09,2021-06-28 09:16:00,2021-07-01,"NCB - 6142",2021-07-27,8763,0
"1991",2232,"FACB2 - 14154","368 - OSPILM",2021-02-11,121551,2021-03-19,2021-05-10 00:00:00,2021-07-05,"RECX2 - 329",2021-07-27,82541,257
"1992",2232,"FACB2 - 14281","368 - OSPILM",2021-02-17,92172,2021-03-25,2021-05-10 00:00:00,2021-07-05,"RECX2 - 329",2021-07-27,86648,0
"1993",2232,"FACB2 - 14386","368 - OSPILM",2021-02-22,123546,2021-03-24,2021-05-10 00:00:00,2021-07-05,"RECX2 - 329",2021-07-27,123546,0
"1994",2232,"FACB2 - 14595","368 - OSPILM",2021-02-24,64140,2021-04-04,2021-05-10 00:00:00,2021-07-05,"RECX2 - 329",2021-07-27,59902,0
"1995",2232,"FACB2 - 14853","368 - OSPILM",2021-03-04,170463.84,2021-04-04,2021-05-10 00:00:00,2021-07-05,"RECX2 - 329",2021-07-27,158416.84,12047
"1996",2774,"FACA2 - 4752","238 - SEROS",2021-03-12,62151,2021-05-06,2021-06-29 13:11:29,2021-07-06,"RECX2 - 348",2021-07-28,62151,0
"1997",2208,"FACB2 - 14334","233 - OSCHOCA",2021-02-18,2264607.79,2021-04-02,2021-05-10 00:00:00,2021-06-25,"RECX2 - 352",2021-07-28,7e+05,0
"1998",2297,"FACB2 - 13759","233 - OSCHOCA",2021-01-26,1728434.49,2021-03-04,2021-05-11 00:00:00,2021-05-26,"RECX2 - 359",2021-07-28,1728434.49,0
"1999",2629,"FACB2 - 13314","233 - OSCHOCA",2021-01-08,127352,2021-03-04,2021-06-23 08:15:44,2021-07-01,"RECX2 - 360",2021-07-28,127352,0
"2000",2629,"FACB2 - 13546","233 - OSCHOCA",2021-01-18,346748.24,2021-03-04,2021-06-23 08:15:44,2021-07-01,"RECX2 - 360",2021-07-28,346748.24,0
"2001",2629,"FACB2 - 13932","233 - OSCHOCA",2021-02-01,91940,2021-03-04,2021-06-23 08:15:44,2021-07-01,"RECX2 - 362",2021-07-28,91940,0
"2002",2629,"FACB2 - 13118","233 - OSCHOCA",2020-12-22,428908.48,2021-03-04,2021-06-23 08:15:44,2021-07-01,"RECX2 - 365",2021-07-28,428908.48,0
"2003",2766,"FACA2 - 4938","5 - SOC ITALIANA BENEFICENCIA",2021-04-08,119792,2021-05-12,2021-06-29 12:27:05,2021-07-06,"RECX2 - 372",2021-07-28,119792,0
"2004",2766,"FACA2 - 4960","5 - SOC ITALIANA BENEFICENCIA",2021-04-12,33702,2021-05-14,2021-06-29 12:27:05,2021-07-06,"RECX2 - 372",2021-07-28,33702,0
"2005",2760,"FACB2 - 15116","1019 - OSAMOC",2021-03-17,183831.42,2021-04-25,2021-06-29 10:48:18,2021-07-06,"RECX2 - 393",2021-07-28,183831.42,0
"2006",2760,"FACB2 - 15669","1019 - OSAMOC",2021-04-12,63654,2021-05-22,2021-06-29 10:48:18,2021-07-06,"RECX2 - 393",2021-07-28,63654,0
"2007",2760,"FACB2 - 15863","1019 - OSAMOC",2021-04-20,118153,2021-05-27,2021-06-29 10:48:18,2021-07-06,"RECX2 - 393",2021-07-28,118153,0
"2008",2760,"FACB2 - 16133","1019 - OSAMOC",2021-04-27,108689,2021-05-28,2021-06-29 10:48:18,2021-07-06,"RECX2 - 393",2021-07-28,102621,0
"2009",2760,"FACB2 - 16006","1019 - OSAMOC",2021-04-23,193654.03,2021-05-27,2021-06-29 10:48:18,2021-07-06,"RECX2 - 393",2021-07-28,193654.03,0
"2010",2259,"FACA2 - 4630","379 - IPS  MISIONES",2021-02-23,100910,2021-04-02,2021-05-11 00:00:00,2021-05-28,"RECX2 - 395",2021-07-28,49944,0
"2011",2259,"FACA2 - 4698","379 - IPS  MISIONES",2021-03-02,119159.99,2021-04-08,2021-05-11 00:00:00,2021-05-28,"RECX2 - 398",2021-07-28,119159.99,0
"2012",2754,"FACA2 - 4868","404 - OSDEPYM",2021-03-26,30046,2021-04-28,2021-06-28 09:44:15,2021-07-01,"RECX2 - 400",2021-07-28,12904,0
"2013",2402,"FACB2 - 11406","492 - OSPPCYQ",2020-10-29,28150,2020-12-11,2021-05-12 00:00:00,2021-05-26,"NCB - 6149",2021-07-29,3600,24550
"2014",2199,"FACB2 - 13228","176 - OSPACP",2021-01-04,763972.02,2021-02-26,2021-05-10 00:00:00,2021-05-21,"RECX2 - 404",2021-07-29,46661,156278.5
"2015",2198,"FACB2 - 11756","176 - OSPACP",2020-11-13,64092,2020-12-17,2021-05-10 00:00:00,2021-05-21,"RECX2 - 404",2021-07-29,42486,0
"2016",2198,"FACB2 - 11947","176 - OSPACP",2020-11-19,616818.6,2020-12-19,2021-05-10 00:00:00,2021-05-21,"RECX2 - 404",2021-07-29,2156,76142.24
"2017",2177,"FACB2 - 12980","176 - OSPACP",2020-12-21,211164,2021-02-06,2021-05-07 00:00:00,2021-05-21,"RECX2 - 404",2021-07-29,38230,119655
"2018",2177,"FACB2 - 13002","176 - OSPACP",2020-12-21,167109.31,2021-01-21,2021-05-07 00:00:00,2021-05-21,"RECX2 - 404",2021-07-29,14288,48528
"2019",2178,"FACB2 - 14255","176 - OSPACP",2021-02-17,1153778.29,2021-03-20,2021-05-07 00:00:00,2021-05-21,"RECX2 - 404",2021-07-29,623838.81,415588.06
"2020",1906,"FACB2 - 10940","715 - ASOCIART",2020-10-15,17600,2020-11-26,2021-02-11 00:00:00,2021-02-17,"RECX2 - 405",2021-07-29,4800,12800
"2021",2736,"FACA2 - 4538","519 - OSAPM",2021-02-11,87500,2021-04-02,2021-06-28 09:25:54,2021-07-02,"RECX2 - 409",2021-07-29,87500,0
"2022",2736,"FACA2 - 4603","519 - OSAPM",2021-02-22,126911.48,2021-04-02,2021-06-28 09:25:54,2021-07-02,"RECX2 - 409",2021-07-29,126911.48,0
"2023",2285,"FACB2 - 12922","565 - IOSEP  SGO DEL ESTERO",2020-12-18,255954.72,2021-01-27,2021-05-11 00:00:00,2021-05-26,"RECX2 - 410",2021-07-29,255429.72,525
"2024",1792,"FACB2 - 9243","196 - OSPEC",2020-07-22,34278,2020-09-30,2021-01-21 00:00:00,2021-01-25,"RECX2 - 412",2021-07-29,34021,0
"2025",1956,"FACB2 - 9504","546 - OSPRERA",2020-08-05,67066,2020-10-08,2021-03-04 00:00:00,2021-03-09,"RECX2 - 418",2021-07-29,54738,0
"2026",1956,"FACB2 - 9633","546 - OSPRERA",2020-08-11,40102,2020-10-08,2021-03-04 00:00:00,2021-03-09,"RECX2 - 418",2021-07-29,24658,0
"2027",2217,"FACB2 - 14453","290 - OSETSRA",2021-02-22,26692,2021-03-28,2021-05-10 00:00:00,2021-06-24,"RECX2 - 420",2021-07-29,4158,0
"2028",2217,"FACB2 - 13663","290 - OSETSRA",2021-01-21,75849,2021-02-26,2021-05-10 00:00:00,2021-06-24,"RECX2 - 421",2021-07-29,8872,0
"2029",2208,"FACB2 - 14334","233 - OSCHOCA",2021-02-18,2264607.79,2021-04-02,2021-05-10 00:00:00,2021-06-25,"RECX2 - 423",2021-07-29,864607.79,0
"2030",2764,"FACB2 - 14702","1174 - SENDEROS",2021-02-25,11210,2021-04-04,2021-06-29 11:29:50,2021-07-13,"RECX2 - 425",2021-07-29,11210,0
"2031",2760,"FACB2 - 14472","1019 - OSAMOC",2021-02-23,383381,2021-04-01,2021-06-29 10:48:18,2021-07-06,"RECX2 - 426",2021-07-29,383381,0
"2032",2760,"FACB2 - 15380","1019 - OSAMOC",2021-03-29,133417.82,2021-04-29,2021-06-29 10:48:18,2021-07-06,"RECX2 - 426",2021-07-29,133417.82,0
"2033",2628,"FACA2 - 4426","227 - ANDAR",2021-01-27,145000,2021-03-04,2021-06-23 08:10:19,2021-07-01,"NCA - 2075",2021-07-30,2500,0
"2034",2736,"FACA2 - 4919","519 - OSAPM",2021-03-30,18381,2021-05-16,2021-06-28 09:25:54,2021-07-02,"RECX2 - 431",2021-07-30,10223,0
"2035",1848,"FACA2 - 3327","131 - OSPACA",2020-09-08,58598,2020-10-16,2021-01-28 00:00:00,2021-02-02,"RECX2 - 433",2021-07-30,58598,0
"2036",2403,"FACB2 - 14694","502 - OS YCF",2021-02-25,21358,2021-04-04,2021-05-12 00:00:00,2021-05-26,"RECX2 - 434",2021-07-30,21358,0
