"","Nro Intimacion","Factura","Cliente","Emision","Importe","Vencimiento","Fecha Intimacion","Recepcion Intimacion","Imputacion","Fecha Imputacion","Importe Imputacion","Saldo"
"466",2025,"FACB2 - 10865","449 - UOM",2020-10-13,273285,2020-11-28,2021-03-23 00:00:00,2021-03-29,"RECX2 - 10574",2021-06-16,244279,0
"467",2025,"FACB2 - 10794","449 - UOM",2020-10-05,464402,2020-12-05,2021-03-23 00:00:00,2021-03-29,"RECX2 - 10575",2021-06-16,440596,0
"468",2385,"FACB2 - 14233","448 - OSSIMRA",2021-02-12,139957.44,2021-04-03,2021-05-12 00:00:00,2021-05-27,"RECX2 - 10579",2021-06-16,139957.44,0
"469",1978,"FACB2 - 7669","449 - UOM",2020-03-25,2203257.6,2020-09-06,2021-03-11 00:00:00,2021-03-16,"RECX2 - 10587",2021-06-16,2192612.6,0
"470",2251,"FACB2 - 14212","326 - GOODYEAR",2021-02-12,111907,2021-03-27,2021-05-11 00:00:00,2021-05-26,"NCB - 5580",2021-06-17,1015,0
"471",2251,"FACB2 - 14493","326 - GOODYEAR",2021-02-23,63296,2021-04-04,2021-05-11 00:00:00,2021-05-26,"NCB - 5581",2021-06-17,1257,0
"472",1836,"FACB2 - 9096","378 - OSCEP",2020-07-17,51481.43,2020-09-11,2021-01-28 00:00:00,2021-02-02,"NCB - 5590",2021-06-17,1133,0
"473",2071,"FACB2 - 11055","292 - OSPF",2020-10-20,52768,2020-12-03,2021-04-08 00:00:00,2021-04-13,"NCB - 5592",2021-06-17,900,51868
"474",1896,"FACB2 - 7563","448 - OSSIMRA",2020-03-13,53166,2020-05-15,2021-02-11 00:00:00,2021-02-18,"NCB - 5595",2021-06-17,3298,1722.72
"475",2430,"FACA2 - 4048","517 - OSPP",2020-12-10,11604,2021-01-27,2021-05-12 00:00:00,2021-05-27,"NCA - 1870",2021-06-17,2062,0
"476",2119,"FACB2 - 11582","103 - OSPA",2020-11-10,51855,2020-12-12,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10590",2021-06-17,46847,0
"477",2119,"FACB2 - 11690","103 - OSPA",2020-11-11,23306,2020-12-13,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10590",2021-06-17,23306,0
"478",2119,"FACB2 - 11932","103 - OSPA",2020-11-18,67575.04,2021-01-10,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10590",2021-06-17,67575.04,0
"479",2119,"FACB2 - 13085","103 - OSPA",2020-12-22,66300,2021-02-06,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10590",2021-06-17,66300,0
"480",2119,"FACB2 - 13626","103 - OSPA",2021-01-20,35510,2021-02-26,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10590",2021-06-17,30348,0
"481",2119,"FACB2 - 14387","103 - OSPA",2021-02-22,647947,2021-03-24,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10590",2021-06-17,647947,0
"482",1841,"FACB2 - 9526","103 - OSPA",2020-08-06,9204,2020-10-04,2021-01-28 00:00:00,2021-02-01,"RECX2 - 10590",2021-06-17,9204,0
"483",1808,"FACA2 - 2185","553 - OSTEL",2019-10-31,354230.21,2020-01-04,2021-01-21 00:00:00,2021-01-25,"NCA - 1874",2021-06-17,256326,0
"484",2127,"FACB2 - 2529","137 - OSIAD",2018-01-31,6716,2018-04-20,2021-05-06 00:00:00,2021-05-26,"RECX2 - 10593",2021-06-18,201.48,0
"485",2127,"FACB2 - 2929","137 - OSIAD",2018-04-10,62509,2018-06-17,2021-05-06 00:00:00,2021-05-26,"RECX2 - 10593",2021-06-18,1864.95,0
"486",2127,"FACB2 - 3460","137 - OSIAD",2018-07-18,26477,2018-10-11,2021-05-06 00:00:00,2021-05-26,"RECX2 - 10593",2021-06-18,794.31,0
"487",2127,"FACB2 - 4075","137 - OSIAD",2018-11-05,20535,2019-01-17,2021-05-06 00:00:00,2021-05-26,"RECX2 - 10593",2021-06-18,616.05,0
"488",2127,"FACB2 - 4658","137 - OSIAD",2019-02-14,30603.95,2019-05-03,2021-05-06 00:00:00,2021-05-26,"RECX2 - 10593",2021-06-18,918.12,0
"489",2127,"FACB2 - 5785","137 - OSIAD",2019-08-08,17867,2019-09-27,2021-05-06 00:00:00,2021-05-26,"RECX2 - 10593",2021-06-18,536.01,0
"490",2127,"FACB2 - 6255","137 - OSIAD",2019-10-18,35519.04,2019-11-29,2021-05-06 00:00:00,2021-05-26,"RECX2 - 10593",2021-06-18,1065.57,0
"491",2127,"FACB2 - 7263","137 - OSIAD",2020-02-14,51311.7,2020-04-11,2021-05-06 00:00:00,2021-05-26,"RECX2 - 10593",2021-06-18,411,0
"492",2378,"FACB2 - 13641","1179 - OSPERSAAMS",2021-01-21,182753,2021-02-26,2021-05-12 00:00:00,2021-05-27,"RECX2 - 10597",2021-06-18,182753,0
"493",2274,"FACB2 - 14095","504 - OSVARA",2021-02-09,71450.2,2021-03-11,2021-05-11 00:00:00,2021-05-21,"RECX2 - 10621",2021-06-18,71450.2,0
"494",2274,"FACB2 - 14234","504 - OSVARA",2021-02-12,163570,2021-03-19,2021-05-11 00:00:00,2021-05-21,"RECX2 - 10621",2021-06-18,163570,0
"495",1982,"FACA2 - 2681","167 - OSPECON",2020-05-15,3955890.08,2020-06-17,2021-03-11 00:00:00,2021-03-16,"RECX2 - 10658",2021-06-18,134507.2,0
"496",2460,"FACB2 - 14891","1019 - OSAMOC",2021-03-08,2643874.87,2021-04-08,2021-05-12 00:00:00,2021-05-27,"RECX2 - 10676",2021-06-22,2643874.87,0
"497",2389,"FACA2 - 4101","450 - OSIM",2020-12-17,62039,2021-02-05,2021-05-12 00:00:00,2021-05-27,"RECX2 - 10684",2021-06-22,11910,0
"498",2123,"FACA2 - 2979","113 - OPDEA",2020-07-17,19739,2020-09-11,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10686",2021-06-22,19378,0
"499",2123,"FACA2 - 2983","113 - OPDEA",2020-07-17,34748,2020-09-04,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10686",2021-06-22,29600,0
"500",2160,"FACB2 - 7042","165 - OSTCARA",2020-01-21,25296,2020-03-20,2021-05-06 00:00:00,2021-05-21,"NCB - 5629",2021-06-22,177,0
"501",2105,"FACB2 - 12649","127 - OSPADEP",2020-12-10,34039,2021-02-05,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10689",2021-06-23,34039,0
"502",2105,"FACB2 - 12968","127 - OSPADEP",2020-12-21,78835,2021-02-19,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10689",2021-06-23,78835,0
"503",2105,"FACB2 - 13105","127 - OSPADEP",2020-12-22,36472,2021-02-19,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10689",2021-06-23,36472,0
"504",2105,"FACB2 - 13278","127 - OSPADEP",2021-01-05,41523,2021-02-19,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10689",2021-06-23,41523,0
"505",2105,"FACB2 - 13631","127 - OSPADEP",2021-01-21,85573,2021-03-06,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10689",2021-06-23,85573,0
"506",2105,"FACB2 - 13776","127 - OSPADEP",2021-01-26,50486,2021-03-03,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10689",2021-06-23,50486,0
"507",2088,"FACB2 - 11560","127 - OSPADEP",2020-11-09,42104,2020-12-19,2021-04-20 00:00:00,2021-04-27,"RECX2 - 10689",2021-06-23,42104,0
"508",2088,"FACB2 - 11926","127 - OSPADEP",2020-11-18,29806,2021-01-03,2021-04-20 00:00:00,2021-04-27,"RECX2 - 10689",2021-06-23,29806,0
"509",2088,"FACB2 - 12494","127 - OSPADEP",2020-12-03,19607,2021-01-22,2021-04-20 00:00:00,2021-04-27,"RECX2 - 10689",2021-06-23,19607,0
"510",1819,"FACB2 - 6481","127 - OSPADEP",2019-11-15,53412,2020-01-03,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,53412,0
"511",1819,"FACB2 - 6699","127 - OSPADEP",2019-12-09,292228,2020-01-26,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,292228,0
"512",1819,"FACB2 - 7087","127 - OSPADEP",2020-01-27,112424,2020-03-21,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,112424,0
"513",1819,"FACB2 - 7370","127 - OSPADEP",2020-02-26,60004,2020-05-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,60004,0
"514",1819,"FACB2 - 7557","127 - OSPADEP",2020-03-13,36587,2020-05-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,36587,0
"515",1819,"FACB2 - 7865","127 - OSPADEP",2020-04-16,66890,2020-05-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,66890,0
"516",1819,"FACB2 - 8175","127 - OSPADEP",2020-05-20,41273,2020-07-18,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,41273,0
"517",1819,"FACB2 - 8271","127 - OSPADEP",2020-05-26,61015.89,2020-07-18,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,61015.89,0
"518",1819,"FACB2 - 8325","127 - OSPADEP",2020-05-28,12435,2020-08-07,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,12435,0
"519",1819,"FACB2 - 8608","127 - OSPADEP",2020-06-18,31066.29,2020-08-16,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,31066.29,0
"520",1819,"FACB2 - 8811","127 - OSPADEP",2020-06-30,57656,2020-09-05,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,57656,0
"521",1819,"FACB2 - 9304","127 - OSPADEP",2020-07-23,14288,2020-10-10,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,14288,0
"522",1819,"FACB2 - 9393","127 - OSPADEP",2020-07-28,33272,2020-10-10,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,33272,0
"523",1819,"FACB2 - 9863","127 - OSPADEP",2020-08-19,19030,2020-10-10,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,19030,0
"524",1819,"FACB2 - 9965","127 - OSPADEP",2020-08-21,13462,2020-10-10,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,13462,0
"525",1819,"FACB2 - 10044","127 - OSPADEP",2020-08-25,16797,2020-10-10,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10689",2021-06-23,16797,0
"526",1818,"FACB2 - 9616","359 - INST SEG JUJUY",2020-08-11,22232,2020-10-08,2021-01-21 00:00:00,2021-01-28,"RECX2 - 10692",2021-06-23,21814.71,417.29
"527",2321,"FACB2 - 12521","359 - INST SEG JUJUY",2020-12-04,12562,2021-01-28,2021-05-11 00:00:00,2021-05-31,"RECX2 - 10691",2021-06-23,12562,0
"528",2321,"FACB2 - 12836","359 - INST SEG JUJUY",2020-12-17,48991.12,2021-01-28,2021-05-11 00:00:00,2021-05-31,"RECX2 - 10691",2021-06-23,48991.12,0
"529",2009,"FACA2 - 4036","2054 - SALUD NUEVO ROSARIO",2020-12-09,2487911,2021-01-28,2021-03-17 00:00:00,2021-03-26,"NCA - 1887",2021-06-23,790245,0
"530",2023,"FACB2 - 10345","380 - OSPM",2020-09-15,294839.13,2020-10-22,2021-03-23 00:00:00,2021-03-30,"NCB - 5635",2021-06-23,12908.4,281930.73
"531",2279,"FACA2 - 4739","537 - OSMITA",2021-03-10,293390.54,2021-04-11,2021-05-11 00:00:00,2021-05-21,"NCA - 1891",2021-06-23,398,0
"532",2296,"FACA2 - 3510","227 - ANDAR",2020-10-07,127384,2020-11-21,2021-05-11 00:00:00,2021-05-27,"NCA - 1893",2021-06-24,44737,5162
"533",1816,"FACA2 - 2669","1083 - OSTAXBA",2020-05-11,298359.3,2020-07-01,2021-01-21 00:00:00,2021-01-25,"NCA - 1899",2021-06-24,298359.3,0
"534",1816,"FACA2 - 2831","1083 - OSTAXBA",2020-06-18,40225,2020-08-19,2021-01-21 00:00:00,2021-01-25,"NCA - 1901",2021-06-24,40225,0
"535",1816,"FACA2 - 3009","1083 - OSTAXBA",2020-07-21,15444,2020-09-30,2021-01-21 00:00:00,2021-01-25,"NCA - 1902",2021-06-24,15444,0
"536",1816,"FACA2 - 3464","1083 - OSTAXBA",2020-09-25,56082,2020-11-07,2021-01-21 00:00:00,2021-01-25,"NCA - 1903",2021-06-24,56082,0
"537",2049,"FACA2 - 3690","1083 - OSTAXBA",2020-11-03,57047.42,2020-12-26,2021-04-07 00:00:00,2021-04-13,"NCA - 1905",2021-06-24,57047.42,0
"538",2049,"FACA2 - 3909","1083 - OSTAXBA",2020-11-26,28048,2021-01-16,2021-04-07 00:00:00,2021-04-13,"NCA - 1908",2021-06-24,28048,0
"539",1848,"FACA2 - 3266","131 - OSPACA",2020-08-24,38372,2020-10-04,2021-01-28 00:00:00,2021-02-02,"RECX2 - 10707",2021-06-24,33210,0
"540",2048,"FACB2 - 10924","180 - OSCE",2020-10-14,279670,2020-11-20,2021-04-07 00:00:00,2021-04-14,"RECX2 - 10714",2021-06-24,266592,0
"541",2048,"FACB2 - 11484","180 - OSCE",2020-11-03,25448,2020-12-11,2021-04-07 00:00:00,2021-04-14,"RECX2 - 10714",2021-06-24,25448,0
"542",2048,"FACB2 - 10924","180 - OSCE",2020-10-14,279670,2020-11-20,2021-04-07 00:00:00,2021-04-14,"RECX2 - 10715",2021-06-24,13078,0
"543",2048,"FACB2 - 11492","180 - OSCE",2020-11-03,32169,2020-12-11,2021-04-07 00:00:00,2021-04-14,"RECX2 - 10715",2021-06-24,32169,0
"544",2296,"FACA2 - 4111","227 - ANDAR",2020-12-17,322477.2,2021-02-10,2021-05-11 00:00:00,2021-05-27,"NCA - 1913",2021-06-24,3112,0
"545",1875,"FACA2 - 2805","337 - OSFATUN",2020-06-12,43794,2020-08-01,2021-02-03 00:00:00,2021-02-09,"RECX2 - 10728",2021-06-25,2903,964
"546",2253,"FACB2 - 8568","340 - OSPHGBAYS",2020-06-16,19612,2020-08-01,2021-05-11 00:00:00,2021-05-26,"RECX2 - 10741",2021-06-25,1257,0
"547",2217,"FACB2 - 14647","290 - OSETSRA",2021-02-25,28658,2021-04-04,2021-05-10 00:00:00,2021-06-24,"RECX2 - 10747",2021-06-25,23134,0
"548",2060,"FACB2 - 11549","569 - OSPSA",2020-11-09,638237.16,2020-12-10,2021-04-07 00:00:00,2021-04-13,"RECX2 - 10753",2021-06-25,563954.92,15444.24
"549",2060,"FACB2 - 11723","569 - OSPSA",2020-11-12,844769,2020-12-13,2021-04-07 00:00:00,2021-04-13,"RECX2 - 10753",2021-06-25,91448,753321
"550",2060,"FACB2 - 11875","569 - OSPSA",2020-11-17,273816.46,2021-01-24,2021-04-07 00:00:00,2021-04-13,"RECX2 - 10753",2021-06-25,163266.84,14288
"551",2060,"FACB2 - 11928","569 - OSPSA",2020-11-18,2478284.18,2020-12-18,2021-04-07 00:00:00,2021-04-13,"RECX2 - 10753",2021-06-25,2452019.36,26264.82
"552",2099,"FACB2 - 12569","569 - OSPSA",2020-12-09,264241.36,2021-01-08,2021-04-20 00:00:00,2021-04-27,"RECX2 - 10753",2021-06-25,95397.47,168843.89
"553",2306,"FACB2 - 13015","292 - OSPF",2020-12-21,70990,2021-02-06,2021-05-11 00:00:00,2021-05-26,"RECX2 - 10755",2021-06-25,20565,50425
"554",2306,"FACB2 - 13378","292 - OSPF",2021-01-12,30958,2021-02-17,2021-05-11 00:00:00,2021-05-26,"RECX2 - 10755",2021-06-25,30958,0
"555",2306,"FACB2 - 14093","292 - OSPF",2021-02-09,35481,2021-03-13,2021-05-11 00:00:00,2021-05-26,"RECX2 - 10755",2021-06-25,35481,0
"556",2071,"FACB2 - 11357","292 - OSPF",2020-10-27,84209.75,2020-12-06,2021-04-08 00:00:00,2021-04-13,"RECX2 - 10755",2021-06-25,47185,37024.75
"557",2071,"FACB2 - 11456","292 - OSPF",2020-11-03,129407.86,2020-12-03,2021-04-08 00:00:00,2021-04-13,"RECX2 - 10755",2021-06-25,122402.86,0
"558",2071,"FACB2 - 12389","292 - OSPF",2020-12-03,37052,2021-01-02,2021-04-08 00:00:00,2021-04-13,"RECX2 - 10755",2021-06-25,37052,0
"559",1874,"FACB2 - 11367","292 - OSPF",2020-10-27,132647,2020-11-27,2021-02-03 00:00:00,2021-02-18,"RECX2 - 10755",2021-06-25,132647,0
"560",2280,"FACB2 - 14638","540 - OSPTV",2021-02-24,115000,2021-03-27,2021-05-11 00:00:00,2021-05-21,"RECX2 - 10776",2021-06-25,110000,0
"561",2102,"FACB2 - 14049","102 - OSTA",2021-02-08,224731.21,2021-03-19,2021-05-06 00:00:00,2021-05-21,"RECX2 - 10784",2021-06-25,224731.21,0
"562",1801,"FACA2 - 2310","511 - OSEIV",2019-12-23,71606,2020-02-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,56,0
"563",1801,"FACA2 - 2323","511 - OSEIV",2020-01-07,231517.11,2020-03-08,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,57879.28,0
"564",1801,"FACA2 - 2543","511 - OSEIV",2020-03-25,111004.24,2020-06-19,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,27751.06,0
"565",1801,"FACA2 - 2655","511 - OSEIV",2020-04-29,74153.43,2020-07-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,18538.36,0
"566",1801,"FACA2 - 2747","511 - OSEIV",2020-05-28,145728.23,2020-07-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,34719.31,0
"567",1801,"FACA2 - 2754","511 - OSEIV",2020-05-28,27280,2020-08-12,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,6820,0
"568",1801,"FACA2 - 2820","511 - OSEIV",2020-06-17,108409,2020-08-19,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,27102.25,0
"569",1801,"FACA2 - 2865","511 - OSEIV",2020-06-23,157666.86,2020-08-23,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,2841.5,0
"570",1801,"FACA2 - 2954","511 - OSEIV",2020-07-14,87574,2020-09-20,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,21893.5,0
"571",1801,"FACA2 - 3002","511 - OSEIV",2020-07-20,47260,2020-09-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,11815,0
"572",1801,"FACA2 - 3044","511 - OSEIV",2020-07-23,570744.37,2020-09-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,142686.1,0
"573",1801,"FACA2 - 3084","511 - OSEIV",2020-07-28,26282,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,6570.5,0
"574",1801,"FACA2 - 3176","511 - OSEIV",2020-08-12,20102,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,5025.5,0
"575",1801,"FACA2 - 3262","511 - OSEIV",2020-08-21,46206,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,8745.5,0
"576",1801,"FACA2 - 3277","511 - OSEIV",2020-08-24,100209.84,2020-10-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,25052.46,0
"577",1801,"FACA2 - 3337","511 - OSEIV",2020-09-10,58616,2020-10-28,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,14654,0
"578",1801,"FACA2 - 3441","511 - OSEIV",2020-09-23,24551,2020-11-06,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,6137.75,0
"579",1801,"FACA2 - 3492","511 - OSEIV",2020-09-29,109446,2020-11-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,27361.5,0
"580",1801,"FACA2 - 3496","511 - OSEIV",2020-09-29,42450,2020-11-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10794",2021-06-28,10612.5,0
"581",2045,"FACA2 - 3979","511 - OSEIV",2020-12-03,93436,2021-01-28,2021-04-07 00:00:00,2021-04-13,"RECX2 - 10794",2021-06-28,1176.25,0
"582",1801,"FACA2 - 2310","511 - OSEIV",2019-12-23,71606,2020-02-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,56,0
"583",1801,"FACA2 - 2323","511 - OSEIV",2020-01-07,231517.11,2020-03-08,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,57879.28,0
"584",1801,"FACA2 - 2543","511 - OSEIV",2020-03-25,111004.24,2020-06-19,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,27751.06,0
"585",1801,"FACA2 - 2655","511 - OSEIV",2020-04-29,74153.43,2020-07-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,18538.36,0
"586",1801,"FACA2 - 2747","511 - OSEIV",2020-05-28,145728.23,2020-07-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,34719.31,0
"587",1801,"FACA2 - 2754","511 - OSEIV",2020-05-28,27280,2020-08-12,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,6820,0
"588",1801,"FACA2 - 2820","511 - OSEIV",2020-06-17,108409,2020-08-19,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,27102.25,0
"589",1801,"FACA2 - 2865","511 - OSEIV",2020-06-23,157666.86,2020-08-23,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,2841.5,0
"590",1801,"FACA2 - 2954","511 - OSEIV",2020-07-14,87574,2020-09-20,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,21893.5,0
"591",1801,"FACA2 - 3002","511 - OSEIV",2020-07-20,47260,2020-09-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,11815,0
"592",1801,"FACA2 - 3044","511 - OSEIV",2020-07-23,570744.37,2020-09-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,142686.09,0
"593",1801,"FACA2 - 3084","511 - OSEIV",2020-07-28,26282,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,6570.5,0
"594",1801,"FACA2 - 3176","511 - OSEIV",2020-08-12,20102,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,5025.5,0
"595",1801,"FACA2 - 3262","511 - OSEIV",2020-08-21,46206,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,8745.5,0
"596",1801,"FACA2 - 3277","511 - OSEIV",2020-08-24,100209.84,2020-10-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,25052.46,0
"597",1801,"FACA2 - 3337","511 - OSEIV",2020-09-10,58616,2020-10-28,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,14654,0
"598",1801,"FACA2 - 3441","511 - OSEIV",2020-09-23,24551,2020-11-06,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,6137.75,0
"599",1801,"FACA2 - 3492","511 - OSEIV",2020-09-29,109446,2020-11-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,27361.5,0
"600",1801,"FACA2 - 3496","511 - OSEIV",2020-09-29,42450,2020-11-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10795",2021-06-28,10612.5,0
"601",2045,"FACA2 - 3979","511 - OSEIV",2020-12-03,93436,2021-01-28,2021-04-07 00:00:00,2021-04-13,"RECX2 - 10795",2021-06-28,1176.25,0
"602",1801,"FACA2 - 2310","511 - OSEIV",2019-12-23,71606,2020-02-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,56,0
"603",1801,"FACA2 - 2323","511 - OSEIV",2020-01-07,231517.11,2020-03-08,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,57879.28,0
"604",1801,"FACA2 - 2543","511 - OSEIV",2020-03-25,111004.24,2020-06-19,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,27751.06,0
"605",1801,"FACA2 - 2655","511 - OSEIV",2020-04-29,74153.43,2020-07-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,18538.36,0
"606",1801,"FACA2 - 2747","511 - OSEIV",2020-05-28,145728.23,2020-07-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,34719.31,0
"607",1801,"FACA2 - 2754","511 - OSEIV",2020-05-28,27280,2020-08-12,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,6820,0
"608",1801,"FACA2 - 2820","511 - OSEIV",2020-06-17,108409,2020-08-19,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,27102.25,0
"609",1801,"FACA2 - 2865","511 - OSEIV",2020-06-23,157666.86,2020-08-23,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,2841.5,0
"610",1801,"FACA2 - 2954","511 - OSEIV",2020-07-14,87574,2020-09-20,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,21893.5,0
"611",1801,"FACA2 - 3002","511 - OSEIV",2020-07-20,47260,2020-09-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,11815,0
"612",1801,"FACA2 - 3044","511 - OSEIV",2020-07-23,570744.37,2020-09-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,142686.09,0
"613",1801,"FACA2 - 3084","511 - OSEIV",2020-07-28,26282,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,6570.5,0
"614",1801,"FACA2 - 3176","511 - OSEIV",2020-08-12,20102,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,5025.5,0
"615",1801,"FACA2 - 3262","511 - OSEIV",2020-08-21,46206,2020-10-14,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,8745.5,0
"616",1801,"FACA2 - 3277","511 - OSEIV",2020-08-24,100209.84,2020-10-04,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,25052.46,0
"617",1801,"FACA2 - 3337","511 - OSEIV",2020-09-10,58616,2020-10-28,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,14654,0
"618",1801,"FACA2 - 3441","511 - OSEIV",2020-09-23,24551,2020-11-06,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,6137.75,0
"619",1801,"FACA2 - 3492","511 - OSEIV",2020-09-29,109446,2020-11-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,27361.5,0
"620",1801,"FACA2 - 3496","511 - OSEIV",2020-09-29,42450,2020-11-27,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10796",2021-06-28,10612.5,0
"621",2045,"FACA2 - 3979","511 - OSEIV",2020-12-03,93436,2021-01-28,2021-04-07 00:00:00,2021-04-13,"RECX2 - 10796",2021-06-28,1176.25,0
"622",1801,"FACA2 - 2310","511 - OSEIV",2019-12-23,71606,2020-02-29,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10797",2021-06-28,56,0
"623",1801,"FACA2 - 2323","511 - OSEIV",2020-01-07,231517.11,2020-03-08,2021-01-21 00:00:00,2021-01-25,"RECX2 - 10797",2021-06-28,57879.27,0
